id,name
29568,"Zhile Ren"
29616,"Reyes Rios Cabrera"
29746,"Boxing Chen"
29760,"Hiroshi Ichikawa"
29792,"Pascale Fung"
30468,"Seokhwan Kim"
30766,"Chris Re"
31075,"Daniel Halabe"
31220,"Marie Rochery"
31225,"Ke Lu"
31326,"T. F. Rabie"
31492,"Paul Rodriguez"
31994,"Michel Vidal-Naquet"
32135,"Yanning Zhang"
32219,"Houwen Peng"
32223,"Vladimir Pervouchine"
32314,"Choong-Nyoung Seon"
32626,"Jeffrey Ng"
32697,"Alexander Wong"
32813,"Fernando Gomez"
33052,"Martin Jägersand"
33054,"M. Jagersand"
33131,"Heng Huang"
33165,"Ju Shen"
33187,"Annalisa Appice"
33273,"Reimer Hofmann"
33308,"Yongping Du"
33312,"S. Z. Li"
33521,"Ko Nishino"
33573,"San-Chuan Hung"
33924,"Tao Wang"
34056,"Michael J. Swain"
34400,"Sunita Sarawagi"
34424,"Sylvain Pogodalla"
34548,"Yinda Zhang"
35009,"Jonathan Bidwell"
35030,"Gerald Dalley"
35105,"Roger Moore"
35417,"Enrique G. Ortiz"
35450,"Franck Thollard"
35545,"Changqin Quan"
35582,"Yan Song"
35930,"Sakrapee Paisitkriangkrai"
36092,"Shuguang Li"
36107,"C. Schley"
36589,"Yuichiroh Matsubayashi"
36601,"Tiago Luís"
36614,"R. W. Nilson"
36692,"Christian Wallraven"
36724,"Jia Huang"
36803,"Kyung-Ah Sohn"
36860,"J. Šnajder"
36971,"Hiroyuki Ishimoto"
37042,"Geoff Hulten"
37212,"Nicola Joy Ferrier"
37234,"Fabrizio Costa"
37313,"Liangyue Li"
37372,"John Gray"
37546,"Jean-Charles Lamirel"
37692,"I. Ihrke"
37714,"Xu Wang"
37896,"Pablo Andrés Arbeláez"
38027,"C. Lau"
38042,"Takenobu Tokunaga"
38080,"Yajuan Lü"
38110,"Erwin Marsi"
38147,"Andrew Way"
38211,"Min Lin"
38557,"Ines Rehbein"
38772,"Jérome Kunegis"
38777,"K. E. A.  van de Sande"
38906,"Kentaro Ogura"
38924,"Ming Zeng"
38931,"M. F. Kelly"
38959," Xiaogang Wang"
39033,"Hideharu Okuma"
39059,"B. C. Vemuri"
39090,"Ali Reza Mirhosseini"
39347,"Eros Pasero"
39354,"Min-Chun Hu"
39429,"Sylvie Ratté"
39738,"Ulrike Glavitsch"
39983,"J. M. Rehg"
40033,"M. Hebert"
40035,"M. Hebert"
40243,"D. Samaras"
40346,"R. Furukawa"
40539,"Jin Yu"
40558,"S. Teng"
41022,"Jing Yuan"
41123,"Barnardo A. Huberman"
41307,"G. M. Provan"
41701,"Cong Liu"
41726,"J. Bilmes"
41757,"P. W. B. Moore"
42044,"Weiming Li"
42158,"Inderjeet Mani"
42237,"Dianne P. O'Leary"
42582,"Gary Zamchick"
42593,"D. R. Mani"
42700,"Weixin Li"
42844,"Andrew Moore"
42849,"A. W. Moore"
42945,"Vinay Bhat"
42971,"Yinpeng Chen"
43425,"Dinkar N. Bhat"
43496,"Pravin Bhat"
43512,"Ronald Brachman"
43547,"Kiran S. Bhat"
43742,"Yi-Chen Chen"
43907,"Jens Kohlmorgen"
44015,"Janne Heikkilä"
44109,"Kenji Furukawa"
44313,"Christine H. Nakatani"
44365,"Richard J. Qian"
44735,"Vlad I. Morariu"
45052,"Alistair Willis"
45188,"M. E. T. Boyle"
45268,"Dimitrios Katsoulas"
45362,"David Masip"
45389,"Jieping Ye"
45562,"Stephan Kepser"
45906,"Scott Cotton"
46042,"Enrique Dunn"
46114,"Lan Du"
46171,"F. Sillion"
46241,"Keh-Yih Su"
46397,"Erik Rauch"
46507,"Yin Li"
46701,"Yuanzhen Li"
46722,"Ali Ghodsi"
46750,"Yi Li"
46942,"Andy J. Ma"
47180,"G. Salton"
47303,"Zhenyao Zhu"
47638,"Jinho Lee"
47698," Ikeuchi"
47884,"Ani Nenkova"
48290,"Matthias Heiler"
48544,"Guorong Wu"
48566,"Zhe Lin"
48596,"Roland T. Chin"
48645,"Xingquan Zhu"
48666,"Hema Raghavan"
48714,"John Delmore"
48739,"Suzuoka Takashi"
48750,"S. Panchanathan"
48797,"Nazan Khan"
48808,"Raghu Krishnapuram"
48957,"Kepa Bengoetxea"
49168,"Joseph Weber"
49200,"Liliana Lo Presti"
49406,"Mark D. Reid"
49638,"Andrew Wagner"
49644,"Oliver Lemon"
49731,"Ian Reid"
49846,"David Nagel"
50039,"Jason Chang"
50062,"J. Freixenet"
50107,"Florian Steinke"
50168,"Wei Jiang"
50396,"David J. Weber"
50426,"Cun Mu"
50648,"J. M. Conroy"
50652,"S. Shattuck Hufnagel"
50695,"Weiyu Zhang"
50865,"Vassilios Morellas"
50971,"Olivier Siohan"
51107,"Barbara C. Sangster"
51225,"Chung-chieh Shan"
51286,"Y. J. Shan"
51424,"Max Silberztein"
51789,"Simon Lynen"
51878,"D. Saad"
51893,"Ehud Reiter"
51977,"C. Grover"
52178,"Malcolm E. Cook"
52213,"Pinar Duygulu"
52245,"J. Shotton"
52250,"Andreas Ruf"
52601,"Patrick Peursum"
52860,"Javier Marín"
52878,"George A. Miller"
52909,"Wee Sun Lee"
53083,"Haiqin Yang"
53217,"Lidia Mangu"
53303,"H. Kollnig"
53385,"Wee Sun Lee"
53410,"Fabrizio Angiulli"
53843,"J. Chang"
53907,"Banavar Sridhar"
53920,"Silvia Quarteroni"
54000,"Ze-Nian Li"
54072,"Asela Jeevaka Ranaweera Gunawardana"
54088,"Xiao-Bai Li"
54172,"James R. Diebel"
54348,"Michael Riley"
54376,"A. Sharma"
54529,"Teruo Koyanagi"
54642,"Natalia Ponomareva"
54646,"K. Ikeuchi"
54657,"Maria Klodt"
54677,"Jinhui Xu"
54870,"Raghav Subbarao"
54901,"Jean-Baptiste Authesserre"
54927,"K. Yamaguchi"
54940,"Anton Yakubenko"
54976,"James Loxam"
54981,"Martin Bujnak"
54996,"Kalin Kolev"
55045,"Minglun Gong"
55098,"Dong-Min Woo"
55146,"Alan Yuille"
55150,"Marcel P. Lucassen"
55184,"J. K. Johnstone"
55258,"Sanjeev J. Koppal"
55312,"Liang-Chieh Chen"
55406,"Jean-Luc Perret"
55450,"Tobias Jäggli"
55492,"Tom S. Haines"
55522,"Maria Petrou"
55744,"Marcel Just"
56215,"Minwoo Jeong"
56338,"Emilie Dexter"
56362,"Zhang Yi"
56513,"Jennifer Chu-Carroll"
56678,"Alan L. Yuille"
56856,"Stan C. Kwasny"
56861,"N. K. Vishnoi"
56915,"Sachindra Joshi"
56955,"Chi-Keung Tang"
57026,"Seng-cho T. Chou"
57225,"Miguel Á. Carreira-Perpiñán"
57289,"Chintan Intwala"
57403,"Luc Van Gool"
57449,"Thomas Mensink"
57450,"Jarkko Salojärvi"
57526,"Mario A. T. Figueiredo"
57574,"Giridhar Kumaran"
57636,"Hui Kong"
57666,"Kalle Åström"
57913,"Emanuele Trucco"
57950,"Tao Xiang"
57952,"Philip H. Torr"
57966,"Yuan Zhang"
58104,"H Ritter"
58474,"Ian R. Fasel"
58511,"H. Siegfried Stiehl"
58535,"Alexander C. Loui"
58541,"Zarina Myles"
58644,"Breck Baldwin"
58647,"Bernard C. Baldwin"
58670,"Choh-Man Teng"
58704,"Timothy Baldwin"
58710,"Hien V. Nguyen"
58819,"Wei Qu"
58925,"S Szpakowicz"
59117,"H Okuno"
59136,"Xavier Llorà"
59214,"M. Joshi"
59420,"Vinay Sharma"
59436,"Noah Snavely"
59482,"Thomas Ahlswede"
59599,"F. Heitz"
59611,"Geremy Heitz"
59614,"Andrew Moore"
59627,"J. G. Fiscus"
59648,"Fabrice Heitz"
59795,"Arjun Jain"
59943,"Michael Schneider"
60082,"V. Shiv Naga Prasad"
60185,"J. Farley"
60300,"William Worek"
60336,"Zhiyu Chen"
60382,"Shuntaro Isogai"
60425,"Yubin Kuang"
60445,"S. Sridharan"
60470,"Manu Sridharan"
60594,"Masatsugu Kidode"
60786,"Mike Barley"
60831,"C. Miccio"
61452,"Satinder P. Singh"
61580,"Marc P. Christensen"
61652,"Raya Fratkina"
61707,"F. Veillon"
61850,"Daniel Berwick"
61879,"T. Kamei"
61926,"Shin-ichiro Kamei"
61973,"H. I. Christensen"
62099,"Aravind K. Joshi"
62329,"Wayne Iba"
62429,"Eduardo Rodríguez Banga"
62725,"B. Kimia"
62730,"Ohad Ben-Shahar"
62752,"Greg Slabaugh"
62862,"Alexei A. Efros"
62889,"Robert C. Berwick"
63158,"Maosong Sun"
63806,"Ming Tang"
64061,"Petia Radeva"
64286,"D. Crandall"
64290,"Graham D. Finlayson"
64318,"Yuichi Motai"
64361,"Saǐd Soulhi"
64426,"Lawrence Cavedon"
64540,"Gert Smolka"
64564,"Payam Saisan"
64667,"Masashi Nishiyama"
64746,"Greg Hager"
64834,"Matthias Mitschke"
64892,"Nadeem Ahmed Syed"
65305,"Alan L. Yuille"
65537,"Yang Song"
65637,"E D Sontag"
65827,"Merrielle Spain"
66214,"Carolina Galleguillos"
66456,"Yuncai Liu"
66564,"Michael Dinerstein"
66710,"Marek Schikora"
66922,"B. Caprile"
67182,"Mahshid Farzinfar"
67218,"Jaesik Min"
67226,"Michael Calonder"
67290,"M. Shin"
67301,"Zhang Ke Min"
67310,"Alan L. Yuille"
67373,"Daniel Tarlow"
67706,"Luc Van Gool"
67721,"Jiayuan Ma"
67783,"Jagannadan Varadarajan"
67859,"Timo Pylvänäinen"
67916,"Margarita Chli"
67957,"Tomás Crivelli"
68061,"S. Y. Yeung"
68093,"Rajeev Sharma"
68413,"Tadashi Nomoto"
68532,"Thomas Voegtlin"
68547,"René Leermakers"
68623,"Peng Yu"
68688,"David Demirdjian"
68771,"Dennis Decoste"
68775,"Parker Porfilio"
68922,"K. Hanazawa"
68935,"Stanley M. Bileschi"
68960,"H. Bårman"
68983,"J. Hakenberg"
68987,"Paolo Frasconi"
69072,"Qinfeng Shi"
69073,"Charles Bibby"
69298,"Prasad V. Tadepalli"
69302,"Milan Mosny"
69321,"J. J. Lucena-Molina"
69593,"Richard W. Sproat"
69654,"William Dumouchel"
69761,"Aapo Hyvärinen"
69885,"Jim Rodgers"
69951,"M. Cettolo"
70079,"Josep Maria Garrell i Guiu"
70088,"Paul Goddard"
70301,"Eneko Agirre"
70304,"Sven Utcke"
70420,"Jiaming Guo"
70562,"P. H. S. Torr"
70616,"Roberto Cencioni"
70618,"D. K. Pai"
70662,"Alex Park"
70807,"Ted Pedersen"
70889,"Vera Helman"
70891,"Ullrich Köthe"
70979,"Joris Vanden Wyngaerd"
71078,"Chris Mesterharm"
71196,"A. J. Bray"
71288,"Robin Cooper"
71354,"Yanfen Hao"
71471,"Dan I Moldovan"
71559,"Souneil Park"
71681,"Aljosa Osep"
71936,"Samuele Salti"
71957,"Jason Katz-Brown"
71980,"Christoph Teichmann"
72746,"René Collier"
72747,"Mohammad Hadi Kiapour"
72883,"Edward Schofield"
73034,"Ali Diba"
73050,"Eric E. Bloedorn"
73066,"Ruhi Sarikaya"
73109,"Wolfgang Heidrich"
73250,"Paul R. Cooper"
73339,"Wenjun Zhang"
73364,"Anthony N.  A. Schwickerath"
73389,"Leon N. Cooper"
73860,"S. Tepper"
73861,"Yuichi Yoshida"
73895,"Ping Tan"
74083,"Elli Angelopoulou"
74141,"Gregory Piatetsky-Shapiro"
74157,"L. Basanez"
74203,"Guillermo Sapiro"
74259,"Par Hammarstedt"
74384,"W. Yu"
74460,"B. J. Tordoff"
74560,"S. H. Muggleton"
74620,"Richard A. Caruana"
74695,"Michael Felsberg"
74703,"Matthieu Bray"
74730,"A. M Tekalp"
74878,"Pierre Gurdjos"
74890,"E. Jackson"
75102,"William Nick Street"
75110,"Juho Kannala"
75163,"Christophe Chefd'hotel"
75423,"Rajitha Navarathna"
76079,"Andrew Owens"
76300,"Xiaojiang Huang"
76355,"Lei Ding"
76686,"A. Signoroni"
77324,"Michael Speriosu"
77631,"Shankar Muthu Krishnan"
77697,"Fandong Meng"
77861,"O. Buisson"
77900,"D. W. Jacobs"
77911,"D. W. Jacobs"
78081,"Xiaoxu Ma"
78548,"Roger Mohrand"
78560,"Luc Van Gool"
78676,"V. Ordonez"
78677,"Jonathan Slocum"
78725,"David J. C. MacKay"
78935,"Sven Dickinson"
79071,"Regina Barzilay"
79096,"M. Harville"
79256,"M. Amer"
79454,"Wenjie Fu"
79599,"Amy R. Greenwald"
79940,"S. N. Collette"
79947,"M. Grundmann"
80539,"Tae Eun Choe"
80740,"Yi-Hsuan Tsai"
80842,"Dan Cristea"
80907,"Alicia Tribble"
80949,"Christopher Rasmussen"
81258," Wen Gao"
81325,"Kotaro Funakoshi"
81497,"Atsushi Yoshida"
81584,"Thomas Longacre Cornell"
81873,"Shi Qiu"
81925,"A. H. Anderson"
81940,"Matthew Kane"
81946,"Bernhard Schottky"
82152,"Sven Vinther"
82275,"Anestis Papazoglou"
82624,"Charles W. Anderson"
82674,"Zhong Zhang"
82722,"Tony Taylor"
82982,"Lloyd B. Anderson"
83024,"Seon Joo Kim"
83043,"P. Langley"
83044,"P. N. Belhumeur"
83053,"Stephane M. Meystre"
83098,"Sergey V. Pakhomov"
83153,"Peter Hall"
83197,"Seong Ik Cho"
83204,"F. B. Rodríguez"
83360,"Barry Vercoe"
83421,"Haesun Park"
83443,"Hyun S. Park"
83658,"J. Allen Sears"
83701,"Julio Gonzalo"
83762,"P. Jappy"
83878,"Stephen Lombardi"
84112,"William C. Rounds"
84180,"Jacob Feldman"
84183,"Houfeng Wang"
84448,"Jia Xu"
84543,"Bill Rounds"
84569,"Sumit Basu"
84607,"Sumit Basu"
84610,"Sugato Basu"
84803,"Natsuko Matsuda"
84883,"Shoichi Matsunaga"
84914,"Stéphane Christy"
84944,"Parag Havaldar"
85317,"James M. Glynn"
85619,"Erik Ringaby"
85803,"Eric Paquet"
85885,"Hong Wang"
85896,"Prithviraj Sen"
85961,"Ayman Farahat"
86086,"Moumen T. Ahmed"
86166,"Catherine Wah"
86218,"Wenxin Jiang"
86465,"Elia Bruni"
86478,"Aria Haghighi"
86573,"Gao Yang"
86693,"Shibu Yooseph"
86694,"Paul Aarseth"
86726,"Jahna Otterbacher"
86912,"R. Deriche"
87050,"Hongyuan Zha"
87067,"Brigham S. Anderson"
87070,"Brigham Anderson"
87079,"Brooke P. Anderson"
87126,"Keiko Horiguchi"
87264,"Xavier Muñoz"
87371,"Payman Yadollahpour"
87531,"Serge Sharoff"
87635,"T. Anastasakos"
87639,"Nakamasa Inoue"
87643,"Anastasios Anastasakos"
87815,"Eli Shamir"
88199,"Nemanja Petrovic"
88287,"Zhe Wu"
88309,"Melanie J. Martin"
88781,"Sevkit Babakan"
89037,"Robert Eklund"
89038,"Barbara Rosario"
89075,"Dean A. Pomerleau"
89357,"Jérome Piovano"
89673,"Douglas A. Talbert"
89715,"S. Park"
89740,"Luc Van Gool"
89884,"Dennis Park"
89926,"Andrew Blake"
90240,"Steven A. Shafer"
90280,"Vadim Konushin"
90329,"Anton Konushin"
90424,"Joseph Kupin"
90669,"Shona Douglas"
90852,"Sofien Bouaziz"
90897,"Leonid Karlinsky"
91300,"Peter J. Burt"
91818,"Zechao Li"
91887,"T. Vetter"
91932,"Alexander S. Yeh"
92005,"Yoshiro Miyata"
92050,"Claus Bauer"
92168,"Bo Xu"
92364,"Andrew I. Schein"
92367,"Paul G. Donecker"
92373,"Jaime Arguello"
92534,"Peter Z. Yeh"
92643,"Jianhua Tao"
92660,"Dacheng Tao"
92691,"Li Tao"
92709,"Xing Wei"
92750,"Christian R. Shelton"
92780,"Hai Tao"
92859,"Zhenyang Li"
92895,"Joachim Bauer"
92918,"Anders P. Eriksson"
92964,"Guihong Cao"
93082,"Hagit Shatkay"
93228,"Xiaopeng Tao"
93301,"Charles X. Ling"
93368,"Zuzana Kukelova"
93445,"Kevin Cannons"
93633,"Nigel Tao"
93649,"Tao Tao"
93794,"Dima Damen"
93813,"Thomas Schoenemann"
93817,"Olof Enqvist"
93828,"Martha Escobar-Molano"
93862,"Mohammad Rastegari"
94017,"Kevin Tang"
94180,"Sanya Mitaim"
94200,"Paul D. Ling"
94235,"R. Hingorani"
94236,"Sunita Hingorani"
94424,"Goh Chooi Ling"
94438,"Shafiq R. Joty"
94475,"R. Schwartyz"
94479,"A. Zee"
94497,"Liang Wang"
94520,"Haibin Ling"
94606,"Tobias Schuchert"
94707,"Deva Ramanan"
94804,"Xin-Jing Wang"
95033,"Sujian Li"
95065,"Andrea Albarelli"
95095,"Narendra Ahuja"
95118,"Manfred K Warmuth"
95172,"Samy Bengio"
95198,"Y. Bengio"
95512,"K. Shahid"
95793,"Ming Xie"
95797,"Zhongwen Xu"
95820,"Ramin Zabih"
95878,"Jason Michael Eisner"
95888,"John G. Milton"
95924,"Suzanne B. Sandmeyer"
95937,"P. J. Flynn"
95940,"S. Ahmed"
95996,"T. Okabe"
96095,"Shree K. Nayar"
96154,"Sheldon Nichollt"
96156,"José Gomes"
96490,"Jonathan M. Lawn"
96519,"Hong Sun"
96636,"Shree K. Nayar"
96785,"Dmitry Vetrov"
96787,"Sangmin Oh"
96920,"G. Lukács"
97085,"Sariel Har-Peled"
97254,"Louis des Tombe"
97290,"Bryan C. Russell"
97367,"Juan Carlos Niebles"
97481,"Brian MacWhinney"
97482,"Adam Lopez"
97520,"Benny P. L. Lo"
97939,"Greg Langmead"
97968,"Vanessa Lopez Garcia"
98055,"Cristina Giannone"
98128,"Miguel Angel Lozano"
98213,"Sebastian Germesin"
98344,"Xavier Boix"
98515,"Jean-François Garneau"
98519,"Matthias Hofmann"
98557,"Tess Hand-Bender"
98606,"James A. Landay"
98783,"Chikara Matsunaga"
99025,"Hoyub Jung"
99157,"Tat-Jen Cham"
99183,"R. M. J. Cotterill"
99209,"I. Dan Melamed"
99217,"Guangping Zeng"
99257,"Ashley McKenzie"
99280,"Alissa Melinger"
99292,"Arul Menezes"
99363,"Mohamed Elhoseiny"
99387,"Irina Matveeva"
99395,"Evgeny Matusov"
99437,"David McClosky"
99560,"Alexander Sorokin"
99640,"Gregory Dudek"
99669,"Altaf Rahman"
99687,"Hongbin Zha"
99694,"Jon M. Kleinberg"
99709,"Steven Bills"
99819,"Gunnar Rätsch"
100018,"Jing Xiao"
100044,"Keechang Lee"
100045,"Kyong Joon Lee"
100141,"Linnea Micciulla"
100200,"Ting Peng"
100313,"Marina Meilă"
100377,"Jugal K. Kalita"
100385,"Jeremy Moore"
100530,"Bo Han"
100579,"Eric A. Hardisty"
100598,"Tadayoshi Hara"
100604,"Haifeng Gong"
100899,"Axel Maroudas"
101037,"Hua Ai"
101042,"Bill Triggs"
101151,"Michael Bowman"
101160,"Jesús Peral"
101174,"M. S. Langer"
101388,"A C F Colchester"
101414,"Salvatore J Stolfo"
101603,"Xiaogang Wang"
101625,"Ofir Pele"
101675,"Gwenaelle Piriou"
101783,"Jesse W. Fussell"
101804,"Yasuyuki Sakai"
102234,"Girish Malkarnenkar"
102388,"Andrew E. Smith"
102531,"Ryan White"
102577,"Chenglei Wu"
102613,"B A Pearlmutter"
102792,"Seo Jung Yun"
102897,"Mimi Ng"
103102,"Ingrid Falk"
103353,"Ana-Maria Barbu"
103428,"James Davis"
103600,"Hua Wu"
103621,"Y. Moses"
103719,"Hans van Halteren"
103905,"Frank Krapcho"
104133,"Satoshi Yamada"
104422,"M. Del Rose"
104504,"Prasanna Rangarajan"
104567,"Yajuan Lü"
104772,"Gerald Fahner"
104812,"Lihi Zelnik Manor"
105025,"Bill MacCartney"
105404,"Shari Landes"
105664,"Yang Liu"
105682,"Xiaoqiang Luo"
105879,"Ming-Chang Chiang"
105883,"Bo Xu"
105953,"Hans Dr. Kamp"
105962,"Masaki Saito"
106008,"Uri Zernik"
106016,"Shoushan Li"
106042,"Jian Zhang"
106051,"S E Levinson"
106096,"Jaechul Kim"
106239,"Huy Do Hoang Nhat"
106262,"Behrooz Nasihatkon"
106304,"David Ronghwa Chiang"
106305,"David Chiang"
106454,"Ullas Gargi"
106568,"Xingyu Zeng"
106582,"Kanokwut Thanadkran"
106610,"Hiyan Alshawi"
106746,"Wim De Smet"
106975,"Qi Zhang"
107319,"Alberto Giovanni Busetto"
107475,"Radford M. Neal"
107492,"Jae-Hak Kim"
107515,"Jeannette G. Neal"
107579,"J. J. Mahoney"
107886,"William Mercer Wells, III"
108144,"Humphrey Southall"
108148,"Melanie Fried-Oken"
108172,"W. Detmar Meurers"
108212,"Fabio Cuzzolin"
108274,"Jonathan C. Kim"
108314,"Roberto Cipolla"
108327,"Quanshi Zhang"
108482,"Norihito Yasuda"
108551,"Wenbin Li"
108585,"D. Blezek"
108589,"Joel Korb"
108594,"Behrooz Mahasseni"
108667,"Hao-Jeng Wang"
108919,"Bing Zhao"
109011,"Dorcas Alexander"
109158,"Joohui An"
109344,"Peter Bajcsy"
109411,"Nuria Oliver"
109465,"Clifton Forlines"
109476,"Andrew Lumsdaine"
109494,"Jianxiong Xiao"
109571,"Su-Youn Yoon"
109575,"Atsuyoshi Nakamura"
109853,"Malte Nuhn"
109889,"Leonid Kruglyak"
109914,"James R. Slagle"
110032,"Ariel Fuxman"
110112,"Scott Gaffney"
110339,"Eyal Krupka"
110423,"Nanning Zheng"
110479,"Branislav Micusik"
110501,"Ritwik Kumar"
110654,"Gene Gindi"
110718,"Mamiko Oka"
110853,"Jianxiong Xiao"
111079,"Joseph Le Roux"
111107,"Shi Feng"
111197,"Katsumasa Yoshikawa"
111207,"Michel Kerszberg"
111250,"Russell Greiner"
111383,"Yanyan Zhao"
111446,"Satoshi Nakamura"
111453,"José Ramon Quevedo"
111637,"Arcot Sowmya"
111843,"J Nakamura"
111860,"Joaquin Gonzalez-Rodriguez"
111862,"Carlos Fernandez-Granda"
111947,"Alenka Macerl"
112053,"S. M. Omohundro"
112055,"Jean-Paul Armspach"
112310,"Jessica Li Teng Koo"
112540,"Liran Goshen"
112705,"Philippe de Groote"
112749,"Koichi Takeda"
112801,"G. Thurmair"
112839,"M D Levine"
112898,"Amit Adam"
113004,"Benjamin Kuipers"
113029,"J. Eledath"
113041,"S. Dekel"
113043,"D G Stork"
113050,"Ofer Dekel"
113255,"Björn Gambäck"
113363,"Peter Gerstl"
