author_id,topic_id,n_pubs
126794,2,3
1169638,2,1
604837,2,7
287269,0,2
60336,0,1
763943,0,1
727339,1,1
1091081,1,1
625259,2,2
443690,2,1
1640272,2,1
1364394,1,1
1135984,2,3
325664,2,1
324421,2,2
1028964,2,1
139544,0,1
88781,0,1
985338,0,1
915383,0,1
1132966,1,1
907231,1,1
556162,2,2
1131204,2,6
454936,2,1
63158,2,5
216440,2,1
467022,2,4
1518037,2,1
789615,2,1
1078192,2,1
1404338,2,1
143244,2,2
795634,2,1
512577,0,2
1324013,0,2
640441,0,1
443651,0,1
1262686,0,1
887167,0,1
1057555,0,1
278799,2,1
283135,0,3
1140591,0,1
1466653,0,1
626072,0,1
830305,0,1
1015336,0,2
790041,0,3
682245,0,1
278686,0,1
1455387,0,1
10933,0,2
1570908,0,1
1672211,0,1
1178403,0,1
1401918,0,1
424298,0,1
255822,2,1
493101,0,1
1495586,0,1
650011,2,1
305175,1,5
800832,1,1
461677,0,2
14194,0,2
83204,1,1
222122,1,1
69654,1,1
210955,0,4
1454463,0,3
58511,0,1
636945,1,1
1512456,1,1
1629771,1,1
1460351,1,1
568343,1,1
1026478,0,5
440634,0,9
465587,0,1
908946,0,1
338274,0,3
464431,2,8
767742,2,1
1404682,2,1
1669863,2,1
11513,2,2
68922,2,2
50652,2,1
1310883,0,1
194991,0,1
1264724,2,1
812404,2,1
577892,0,3
856847,0,1
966858,0,1
326836,2,1
315137,2,1
504150,2,1
1353936,2,1
364174,0,1
251717,0,1
328727,0,1
1546206,0,2
335769,1,1
460459,1,1
1315436,1,1
313251,2,2
863102,2,1
691689,2,3
892870,2,1
607693,2,1
717693,2,2
126133,2,1
1596943,2,3
1548359,2,2
681097,2,1
406578,2,2
1461799,2,1
1212883,2,1
977394,0,1
1336514,0,2
1505750,0,1
1691606,0,2
471162,0,1
254207,0,1
144960,0,1
850669,0,1
1421141,0,1
1537913,0,2
974513,2,1
867139,2,1
918963,2,1
714421,2,1
1203884,2,1
1664281,0,1
1128004,0,1
125187,0,2
1548484,0,1
1683377,0,1
1346483,0,1
694258,0,2
1335640,0,12
1359030,2,1
842467,1,1
1545640,1,1
1192166,1,1
1061844,1,2
877400,1,2
1213117,1,1
239431,1,1
1636559,0,1
33052,0,4
1704302,0,1
161195,0,1
1117562,1,1
1262431,1,1
1317739,1,1
904112,0,1
983256,0,6
251114,0,9
1529128,0,1
581823,0,2
147716,0,1
546159,0,1
1062485,2,13
1308267,2,1
934858,2,1
1151567,2,1
827753,2,1
541348,0,3
920969,0,1
404573,2,1
681533,2,5
265095,2,1
1325885,2,2
252045,2,1
320858,0,1
664305,0,1
1254111,0,2
551783,1,1
1290955,1,2
1671262,2,1
1290259,0,2
132898,2,1
922301,2,1
1379469,2,1
469455,1,1
1069828,2,1
1654504,2,1
977110,2,8
1604728,2,1
1369552,2,1
1396214,2,1
774818,0,1
134034,0,1
525725,0,2
394408,0,1
425830,0,1
706547,0,2
765622,0,1
826291,0,1
1189904,0,1
1690206,0,2
1511874,0,2
1226433,0,1
1502200,0,1
1476132,2,1
870964,2,1
1092424,0,1
1661561,0,1
789208,0,1
443302,0,1
1135977,0,2
1652276,0,1
987479,0,1
653253,0,1
1327514,0,1
1095524,0,1
143684,0,34
1354946,0,2
667831,2,27
1313906,1,1
1695710,1,3
85317,1,1
95820,0,16
140229,0,2
1605658,1,1
759981,0,1
955646,0,1
717448,1,1
1177270,1,3
677887,1,1
1540887,1,2
1119781,1,1
1428133,0,3
500870,0,1
1565085,0,1
339981,0,2
1045802,0,3
161854,0,1
33521,0,6
1360969,0,1
922337,0,9
1669876,2,1
1364861,2,1
1287428,2,3
593628,2,1
910458,2,5
1222874,0,6
800771,2,1
1630382,2,3
577389,2,1
1453964,2,4
119997,2,1
1295033,2,1
1437906,0,1
1255032,0,1
763555,0,1
506140,2,1
880573,0,1
1484612,0,2
855139,0,1
1467769,2,2
328596,2,1
323926,2,1
283331,2,3
98515,2,1
129714,0,1
575924,0,1
464816,1,1
287397,1,1
243143,1,1
169620,1,1
1424644,2,2
423761,2,1
869849,2,3
389838,2,9
125033,2,1
734024,2,1
516410,2,1
920805,2,2
753154,0,5
442832,0,1
451603,0,2
453519,0,1
1534518,0,1
1566062,0,3
641501,0,1
301791,0,1
484695,0,1
1145676,0,1
908726,0,1
1476841,0,1
1532446,2,1
1176295,2,1
706825,2,1
927829,2,1
261987,2,1
1111760,0,1
776953,0,1
809838,0,1
1477390,0,1
1085160,0,1
172004,0,1
1560265,0,1
1693277,0,1
968856,0,1
596745,1,1
306632,1,1
1506635,1,2
1180319,1,1
319817,0,5
1177970,0,1
460609,0,1
1701930,1,1
1571641,1,1
1460683,1,1
1242943,1,1
1697170,1,2
582824,1,1
1672400,1,1
398678,0,1
1122308,0,12
422248,0,1
1106702,0,1
1046144,0,1
1602343,0,7
242807,0,14
1140634,2,2
754596,2,2
1027446,2,4
1142069,2,7
226729,2,8
803625,2,1
1666093,2,3
1284067,2,1
1357713,2,1
536892,2,1
1316561,2,1
886971,2,1
1612752,1,1
1280656,2,1
879661,0,4
945151,0,2
1285442,0,1
1340682,2,1
573826,2,5
226392,2,3
1060150,2,1
232571,0,2
1322689,0,2
10219,0,1
1076221,1,1
1568854,1,1
1511756,2,1
1857,1,1
1619288,0,1
114002,2,3
1309765,2,1
315019,0,2
97367,0,1
849160,1,1
1525548,2,1
1093647,2,1
1071777,2,1
1082594,2,1
130475,2,1
884602,2,1
767051,2,1
1071818,2,1
1018425,2,1
468326,2,7
810943,2,1
1293142,2,2
473135,2,1
683970,2,1
971768,2,1
865237,2,1
947943,2,1
748896,2,1
302620,2,1
922435,2,1
224746,2,1
443353,0,1
1542228,0,1
1190074,0,2
1188718,0,1
350210,0,1
1004110,0,1
1001445,0,1
559955,0,1
986155,0,1
374512,0,2
232759,0,1
1570790,0,1
253251,2,1
598427,0,1
612296,0,1
504638,0,1
332210,0,1
875282,0,1
691605,0,1
1196248,0,6
1217703,2,3
791161,2,18
926153,0,9
1171778,1,1
1343461,1,4
1619678,0,7
261022,0,6
346275,0,4
74878,0,3
430119,0,3
902181,0,1
519908,0,3
1667714,1,2
1623743,1,1
1687541,1,1
794447,1,1
1546578,0,1
1084056,0,3
459864,0,1
1270922,0,1
479013,0,1
58541,0,1
549513,0,1
390268,0,2
1297727,0,1
1701900,0,1
648740,0,1
658791,0,1
442502,0,1
1165140,0,1
1091720,2,1
1128186,2,1
363397,0,4
602408,0,2
346295,0,1
1710401,0,1
1306717,2,6
1027328,2,2
905637,2,1
1543173,2,1
539853,2,1
5965,2,1
251132,0,1
1205889,0,1
567735,0,1
646844,1,3
1257469,1,1
1267563,2,1
418194,1,1
701982,0,1
54000,0,2
1620959,2,23
295850,2,2
1575023,2,1
768148,0,1
163963,0,1
672335,1,1
1081054,2,1
890793,2,1
1079431,2,1
717912,2,2
677069,2,2
619554,2,6
519776,2,3
532268,2,6
1659028,2,1
1468918,2,1
843158,2,1
814404,2,3
1532490,2,1
1522131,2,2
1408985,2,1
1455852,2,2
1491783,0,1
1515001,0,2
470638,0,1
1568204,0,1
449508,0,1
1506337,0,1
881962,0,1
1473914,0,1
1525218,0,1
1141261,0,1
697155,2,1
1504386,2,1
247717,0,1
314531,0,1
1060645,0,2
1546744,0,1
74203,0,1
1161527,0,1
193912,0,1
450666,0,16
1671395,0,2
430232,0,1
1277844,0,2
1369867,2,24
1154275,1,3
413303,0,1
302396,1,2
451678,0,1
410719,0,1
604911,1,1
1115858,1,2
1219425,1,1
263360,1,1
1600786,0,1
547731,0,1
248099,0,6
80949,0,1
304734,0,3
1059806,0,1
1589023,0,2
1151681,2,1
532875,2,1
796216,1,1
1360434,0,1
817383,0,1
841312,0,1
276736,0,1
1671379,0,1
354709,2,1
1053031,2,9
242262,2,1
1229340,2,2
853672,2,5
561805,2,1
1581461,2,1
900779,2,2
928302,2,2
1577854,2,1
1390913,2,1
1543961,1,1
429001,0,1
467494,0,1
786975,2,4
1338662,2,4
1096451,2,3
224406,0,1
162076,2,1
145215,2,2
1369491,2,1
908785,2,1
258363,2,1
469188,0,3
1503381,0,4
450931,0,1
406127,0,2
587773,0,1
426971,0,1
1058138,0,1
584878,2,1
1520194,0,2
1628988,0,3
601398,0,1
1476786,0,1
1092518,0,1
383369,0,1
129332,1,1
1194519,0,64
71196,0,1
1669597,1,2
360779,1,1
1645986,0,2
1341872,0,8
798314,1,1
538152,1,2
1530701,0,1
532167,0,26
687307,1,1
251015,1,1
1368818,1,1
1605792,1,1
205353,0,2
1175548,0,4
557031,0,1
1550319,0,1
1627214,0,2
112839,0,1
509112,0,1
928740,0,1
1161302,0,1
731123,2,1
354127,2,4
1690435,2,1
58644,2,3
12665,0,1
460129,0,1
396834,2,1
89038,2,4
263430,2,1
397765,2,3
38110,2,2
54348,2,1
308261,0,2
1193767,0,2
1386606,0,1
68532,2,1
476977,1,1
717415,1,1
1071317,2,4
308624,2,2
1253394,2,3
1460850,0,1
1420668,1,1
1212787,1,1
1226823,1,1
1633486,1,1
423180,1,1
778664,2,1
536427,2,1
457072,2,1
714277,2,1
888589,2,1
98055,2,1
440072,2,3
1451445,2,1
510165,0,1
455480,0,1
1702204,0,1
511931,0,4
456673,0,2
1433438,0,1
406371,0,2
1097281,0,1
1475390,0,1
1583990,0,1
1553467,0,1
712652,2,1
1578339,2,1
1539674,0,1
547293,0,1
1327646,0,1
347659,0,1
1574541,0,1
371602,0,1
1185551,0,1
62862,0,1
1298317,2,1
626127,2,18
1098396,0,12
1349898,1,1
5992,1,3
1004934,1,1
1596333,0,9
1487858,0,2
1106530,0,1
968113,0,1
14391,0,1
1111973,0,12
1418035,0,1
1331869,1,1
485204,1,1
649279,1,1
1667681,1,1
1600557,0,1
81497,0,1
133376,0,1
756637,0,1
342527,0,1
595600,2,1
23216,2,7
909394,2,2
230700,0,1
1405406,2,2
1666773,2,1
1343012,2,1
115886,2,2
901873,2,1
654872,0,1
503073,1,1
34400,1,1
654132,0,2
1325560,0,1
1093024,2,2
429123,2,2
305734,2,2
662076,0,3
221015,0,1
1194680,0,1
1023174,1,1
530114,2,3
1035694,2,14
602238,2,1
1018340,2,1
809529,2,3
319676,2,3
1359386,2,4
975139,2,1
771381,2,1
132660,2,2
48957,2,1
1237087,2,1
193733,0,6
1220189,0,1
362995,0,1
376117,0,1
524073,0,2
1557058,0,1
1523585,0,1
1222970,0,1
115910,0,1
1433830,0,2
1278070,2,1
317413,2,1
1312330,2,1
176469,0,1
1678204,0,1
1571284,0,1
1168678,0,1
763904,0,2
342733,0,1
1698055,0,1
761795,0,1
1685267,0,1
1266815,2,4
832103,2,1
430520,2,1
341714,2,1
670692,1,1
274334,1,3
580997,1,1
1591127,1,1
634943,1,1
1574528,1,1
1551195,1,1
1330580,0,1
1459441,0,1
1179064,0,7
1197328,0,3
1090577,0,1
25243,1,1
446367,1,1
1212306,1,1
1052436,1,1
62752,0,4
546237,0,1
820478,0,1
852087,0,1
1237786,2,1
460609,2,7
38906,2,1
921040,2,3
565516,2,1
405099,2,1
678420,2,1
1438790,2,1
877619,1,1
1028091,2,1
1551457,0,4
759368,0,1
1151683,0,1
532733,0,1
1027487,2,4
1571972,2,4
81925,2,1
431245,0,1
718764,0,1
763544,0,1
1043581,0,1
618510,1,1
1173029,1,1
525308,2,2
108144,2,1
1328215,1,1
862905,0,1
914268,0,1
914043,0,2
933533,2,1
1296252,2,2
169819,2,1
1277944,0,1
486723,0,1
812451,0,5
364147,2,6
1033568,2,2
566498,2,6
1450800,2,3
616714,2,1
550592,2,1
626661,2,1
1493029,2,5
1618110,2,1
296512,2,2
535133,2,1
1132652,2,1
1657395,0,4
1422443,0,3
1186038,0,2
595953,0,1
1518406,0,1
1498389,0,1
510271,2,1
1205873,2,1
1230265,0,1
1042236,0,1
810735,0,1
395312,0,2
1512337,0,2
1462942,0,1
1295537,0,2
777250,0,2
589524,0,1
764115,0,1
698359,0,1
1158980,0,1
446705,0,1
11687,0,1
108667,0,1
2636,0,1
1161493,0,1
1063985,0,2
538055,2,9
621747,1,1
68960,0,1
482450,0,4
1618960,0,15
1131476,0,1
1558978,0,1
93633,1,1
251270,1,1
375782,1,1
1125836,1,1
1441259,1,1
1027457,0,1
567403,0,2
262314,0,1
290065,2,2
1325154,2,1
511435,2,1
467785,2,3
488895,2,3
429536,2,1
1617546,2,1
69593,2,13
1291400,2,1
1183850,1,3
1157493,1,2
349654,0,1
1270731,0,1
920817,0,2
834892,0,2
840144,0,2
1024568,0,1
1673355,0,1
702397,2,2
793909,2,18
1261566,2,1
492319,2,1
417190,2,1
1614980,2,1
1695352,2,2
1189430,0,1
551399,0,3
974551,0,1
1274258,0,2
1451286,1,1
394406,1,1
837095,0,1
675727,0,1
1466749,2,4
997011,2,1
1669161,2,1
1241468,2,1
320954,2,1
1178141,2,1
101625,0,1
1158202,0,1
817654,1,1
1141789,1,1
383969,1,1
1303937,2,1
1413318,2,6
1035901,2,1
1032046,2,1
1317499,2,2
59214,2,6
624481,2,4
252767,2,1
1411214,2,1
840537,2,1
1271263,2,1
430055,2,6
1205575,2,1
485127,0,1
425690,0,1
661363,0,2
1204378,0,1
525472,0,1
1631207,0,1
859525,0,1
1632830,0,1
381736,0,2
1520630,0,1
1514819,0,1
307345,0,2
298325,2,1
1423941,2,1
960350,2,1
831827,2,1
1056088,2,1
980841,2,1
1448596,2,1
997020,2,1
992247,2,1
1018359,2,1
568014,0,1
1643944,0,2
113004,0,1
917411,0,1
1073650,0,1
919523,0,1
785149,0,1
1677653,0,1
895174,0,1
1672791,0,1
945618,0,2
498143,1,1
285446,0,2
633711,1,5
114509,0,1
1570544,0,1
658904,0,1
1262467,0,3
566321,0,3
1008226,0,1
922866,1,1
75102,1,1
709906,1,1
1287476,1,3
1495780,1,1
454364,1,1
1348110,1,1
656503,0,4
362237,0,1
530430,0,1
1137328,0,1
620908,2,1
780323,0,1
738486,0,2
374894,0,1
94520,0,4
1180305,2,2
1466400,2,18
1658749,0,2
959022,0,1
137688,1,1
1205410,1,3
134995,2,13
378630,2,1
653586,0,3
876604,0,1
862246,0,1
477632,0,1
176992,2,4
503293,0,1
1386808,1,1
1290826,2,1
964254,2,1
732064,2,3
468127,2,2
942997,2,2
1434914,2,7
613197,2,1
678261,2,1
389198,2,3
1268675,2,3
553931,2,3
1676321,2,1
876544,2,3
200644,2,1
1293207,2,1
1133535,2,1
932824,2,2
447038,2,1
790674,2,1
761078,0,1
766246,0,1
623424,0,3
632884,0,1
826273,0,2
1472634,0,2
823667,0,3
243713,0,1
683624,0,1
1566650,0,1
1413248,0,1
1440387,0,2
668755,0,1
1015209,0,1
25865,2,1
425580,2,1
1367461,2,1
999941,2,1
92534,2,1
325136,0,3
1418723,0,1
594941,0,1
1127643,0,1
1634986,0,1
1563319,0,1
1491045,0,1
949418,0,2
471487,0,1
298434,0,1
368048,2,2
556586,0,1
513501,0,2
1074844,0,10
23580,2,4
479964,2,18
547814,1,8
939299,1,1
994188,1,1
594577,0,1
1380776,1,1
562488,0,1
290362,0,1
1354118,0,1
13674,2,1
1164379,2,1
437041,2,1
465529,2,1
1615517,2,1
803370,2,9
508851,0,3
715083,0,2
1598081,0,2
145870,0,1
1010104,0,6
68935,0,2
1015906,2,2
1372581,2,2
803278,2,1
152593,2,1
103600,2,6
294461,2,1
812349,2,1
1627475,2,1
39738,2,1
1485016,0,4
1089152,0,3
416804,0,1
1300125,2,4
161691,2,2
1060640,2,1
739893,2,1
222294,0,9
714681,0,1
354127,0,1
38147,2,8
205420,2,2
1030030,2,3
1002604,2,2
678002,1,1
904042,2,1
1615192,2,1
879925,2,1
1281754,2,1
434448,2,1
1131835,2,1
1437593,2,1
441517,2,1
578958,2,1
1443323,2,2
1485926,2,1
1257035,2,2
1528789,2,2
1331869,2,3
1364506,2,2
218786,0,5
752039,0,1
512445,0,2
955389,0,2
1619578,0,1
1096703,0,1
235504,0,1
1240398,0,3
360428,2,1
1286126,2,1
115625,2,1
209063,0,1
368557,0,2
809879,0,1
1668447,0,1
566061,0,1
739727,1,1
1169909,0,26
131352,1,1
514162,0,6
111947,0,1
996071,1,1
1526884,0,4
1693685,0,5
1665372,0,8
75163,0,1
1197658,1,2
1709689,1,4
1008173,1,2
329899,1,1
320869,1,1
891928,1,1
321545,1,1
1458638,0,2
837902,0,1
320988,0,1
699835,0,1
666466,0,1
950469,0,5
1643599,0,1
1036397,0,1
253818,0,3
1178897,0,1
78548,0,1
304174,0,1
840117,0,1
100313,0,1
1468071,2,1
1532496,2,1
1382650,2,7
164652,2,1
44313,2,1
592167,1,1
1693774,2,3
492307,0,1
155967,0,1
1441512,0,1
543529,2,1
1062154,2,12
445010,2,4
882006,2,1
757025,2,3
161015,2,2
708750,2,1
1224346,2,1
767329,2,1
137383,0,1
674651,2,1
1661846,2,1
57225,1,1
1420713,0,1
835383,0,1
746831,0,1
499073,0,1
911749,0,1
2483,2,1
316780,2,6
67957,0,1
1222148,1,1
13278,1,1
883972,2,1
883676,2,1
454879,2,2
1139547,2,1
1259726,2,1
765865,2,1
211575,2,1
1390976,0,1
884328,0,4
799913,0,3
132873,0,1
390859,0,1
280802,0,1
305388,0,3
1531994,0,1
1629930,2,1
233023,2,1
740495,0,2
1659868,0,2
694404,0,1
1414424,0,1
348920,0,1
487601,0,2
1196648,0,1
884251,0,1
911750,0,4
1198230,0,2
1285736,0,1
1081729,0,3
1476495,0,1
296002,2,2
525861,0,2
895745,2,5
1135531,1,1
318514,1,1
498101,0,1
956449,0,2
1163227,0,11
377630,0,1
441955,0,4
1444730,0,2
452087,1,1
1014154,1,1
831699,1,1
52909,1,1
107475,1,1
15499,1,1
508918,0,1
1148951,0,1
521149,0,7
255073,0,1
525282,2,1
805091,2,2
1469807,2,1
1612734,1,1
1602579,1,1
