id,name,n_pubs,n_citations,h_index
964474,Hai Tao,1,0,0
990738,E. T. Mueller,1,0,0
1018007,Zhizhou Wang,1,0,0
1048832,S. Palazuelos,1,0,0
1066846,Guang Shu,3,0,0
1084056,Hüseyin Tek,3,1,1
1088808,Lixin Fan,1,0,0
1099539,Yancheng Bai,1,0,0
1133910,Georgios Petasis,1,1,1
1154434,A. T. de Almeida,1,0,0
1198867,Yunqiang Chen,2,0,0
1220912,Kareem Darwish,4,3,1
1253193,C. E. Wright,1,0,0
1275963,Ehsan Elhamifar,2,0,0
1291122,L. Torgo,2,1,1
1314115,Noboru Murata,1,0,0
1318290,Liangliang Cao,1,0,0
1376891,Quoc Le,4,0,0
1439577,Po-Hao Huang,1,0,0
1445493,C. Sotillo,1,0,0
1490272,Elliot Smith,1,0,0
1508935,Jyh-Shing R. Jang,1,0,0
1525315, Xiangyang Xue,2,0,0
1546607,Mary Ann Marcinkiewicz,1,27,1
1551457,Eli Shechtman,4,2,1
1603275,Srinivas Bangalore,13,20,2
1605154,Gholamreza Haffari,5,6,2
1610105,Kevin Regan,1,0,0
1620278,Peter Beyerlein,1,0,0
1623655,R. W. Smith,1,0,0
1629884,N. Papanikolopoulos,2,0,0
1631535,J. Andrew Bagnell,2,0,0
1646361,Oliver Mihatsch,1,0,0
1669861,Václav Hlavác,6,8,1
1674315,Berthold Klaus Paul Horn,1,0,0
83421,Haesun Park,1,0,0
106304,David Ronghwa Chiang,17,244,7
129959,William G. Macready,1,1,1
156114,Alexis Manaster-Ramer,2,1,1
189384,George R. Krupka,2,1,1
190380,Terrence Chen,2,0,0
204883,Tan Phan,1,0,0
257322,Eric Huang,2,5,1
272982,Lili Tao,1,0,0
282951,Rune Sætre,1,0,0
289787,Tom Hayes,1,1,1
308920,Arthur Toga,1,0,0
362496,Cecilia Mazzaro,1,0,0
417944,Deqing Sun,1,0,0
436018,Diane J. Cook,1,0,0
437354,Shigeru Tanaka,1,0,0
440901, Tai-Pang Wu,1,0,0
447560,Frederic Richard,1,0,0
489774,Guillermo Garrido,2,0,0
500296,Ana Licuanan,1,1,1
504666,Graham J. Russell,2,0,0
519933,P. Kenny,2,2,1
546134,Koh Hosoda,1,0,0
595867,Hari Sundaram,1,0,0
610000,Chunyu Wang,1,0,0
615016,Mark Holler,1,0,0
619851,Z. Li,5,36,3
622140, Tian-Tsong Ng,1,0,0
634450,Richard Lawrence,1,3,1
654910,Bernhard Schökopf,1,6,1
742326,Qingsheng Zhu,1,2,1
763321,U. Neumann,1,0,0
781966,Sameer Shirdhonkar,1,0,0
788396,Wei-Kai Liao,1,0,0
806228,Raymonde Guindon,3,6,2
819635,Marc T. Law,1,0,0
826291, Qixing Huang,1,0,0
830244,Yanlin Guo,1,1,1
831409,Thomas Stepleton,1,0,0
840154,Jianmin Yao,1,1,1
849964,C. D. Spyropoulos,3,1,1
858144,Mingjie Zhu,1,3,1
864800,Terry Windeatt,1,0,0
880664,Santhosh Kodipaka,1,0,0
927829,Shengfeng Ju,1,0,0
937528,Alexander Vezhnevets,1,0,0
976347,Michael Emonts,1,0,0
991651,Rüdiger von der Heydt,1,1,1
992234,Kathleen Egan,3,0,0
1012698,A. D. Calway,1,0,0
1069333,Stéphane Huet,2,0,0
1077090,Ari Kristinn Jonsson,1,0,0
1083922,Ryan P. Adams,1,0,0
1112570,Oliver Schneider,1,0,0
1128166,Harith Alani,1,3,1
1131775,Vera Demberg,2,1,1
1162830,Pedro E. López-de-Teruel,1,0,0
1174104,Heng Wang,1,0,0
1188067,Roni Khardon,1,0,0
1195554,Anthony Liekens,1,1,1
1214985,Shigeki Matsubara,2,0,0
1222148,Alexandre Lacasse,1,0,0
1292542,Bill Triggs,1,6,1
1431735,Weihong Deng,1,0,0
1432159,V. Kripåsundar,1,0,0
1466993,Guodong Tian,1,0,0
1480639,Robert C. Moore,1,1,1
1492850,Daniel Gillick,2,3,1
1502365, Jingyuan Zhang,1,0,0
1507327,Weilong Yang,1,0,0
1519631,Sergey Brin,1,2,1
1536881,Albert C. S. Chung,1,0,0
1541290,Xinyu Dai,1,0,0
1544192,Cynthia Fisher,1,0,0
1574184,H. Garudadri,1,0,0
1582834,Amit Sethi,1,0,0
1602344,Daniel A. Keim,2,0,0
1645824,Nestor Parga,1,0,0
1647783,Nikolay Jetchev,1,0,0
1669479,Vanessa Murdock,1,4,1
1676321,Yu Wang,1,0,0
1678431,Fabio Mossimo Zanzotto,3,4,1
1710547,David Handelman,1,0,0
88287,Zhe Wu,1,0,0
133376,K. Matsui,1,0,0
156667,Bing Jian,1,0,0
159597,Oi Yee Kwong,1,0,0
226729,Cécile L. Paris,8,17,2
239329,John Hale,1,4,1
291487,Jackson Liscombe,1,0,0
337364,Mátyás A. Sustik,1,1,1
345189,Magdi Mohamed,1,0,0
384528,A. E. Friedman,2,0,0
410257,M. Haindl,1,0,0
412330,Dominik Janzing,2,0,0
424886,Alexander Zien,2,2,1
429673,Pak-Ming Cheung,1,1,1
432368,Arash Vahdat,1,0,0
440810, Xiaotong Yuan,1,0,0
443328, Wongun Choi,1,0,0
445010,H. Hassan,4,15,1
447742,Manabu Ori,1,0,0
451125, Xiong Li,1,0,0
457159,Ehud Rivlin,1,0,0
480082,Jonathan Bloom,1,0,0
497302,Daniel Gatica-Perez,4,1,1
501919,Chung-hye Han,1,0,0
549840,Ryan H. Lilien,1,2,1
556795,Bangpeng Yao,1,0,0
573374,Qiong Yang,1,0,0
590271,Michael Tanenblatt,1,1,1
600355, Tingting Jiang,2,0,0
623959,Lynn Poulton,1,0,0
740368,Yuri Owechko,2,0,0
749299,Katheleen F. McCoy,1,0,0
751581,Ashton Anderson,1,2,1
752260,Changbo Hu,1,0,0
753352, Chengzhang Qu,1,0,0
761795,J. Ponce,1,0,0
771611,Ting Liu,11,20,2
774818,A. C. Berg,1,0,0
784643,Rouhollah Rahmani,1,1,1
789930,Jeffrey S. Beis,1,2,1
812683,Marta Wilczkowiak,2,0,0
877619,Sheng Gao,1,0,0
900424,Parris K. Egbert,1,0,0
906310,Lea Frermann,1,0,0
909394,Kohji Dohsaka,2,1,1
934304,Elyes Yaich,1,1,1
941499,R Chellappa,7,0,0
947246,Omar F. Zaidan,6,13,2
952394,Rong Jin,1,0,0
955185,Ahmed Badran,1,0,0
964254,Elaine Farrow,1,0,0
972985,Yasuyuki Matsushita,1,0,0
1029853,Marcos Salganicoff,1,0,0
1034684,Neil G. Alldrin,1,0,0
1048199,H. Martin Reekie,1,0,0
1069828,Shan Wang,1,5,1
1082812,W. C. Mann,9,11,3
1136650,Ryosuke Isotani,2,0,0
1283717,John L. Barron,1,0,0
1309765,Yutaka Sasaki,1,1,1
1324013,Christian Wojek,2,0,0
1344263,Andreas Backhaus,1,0,0
1362860,Carolina Parada,2,1,1
1376707,David Andrzejewski,3,9,1
1379469,Howard Page,1,0,0
1414309,L. Appelbaum,1,0,0
1432695,John Pluta,1,0,0
1441522,Chris Stauffer,2,2,1
1442475,Neil A. Thacker,2,0,0
1444753,H. Schütze,15,29,3
1448869,Kaijiang Chen,1,1,1
1463293,Zhili Guo,1,3,1
1471375,Mario A. T. Figueiredo,3,10,2
1504020,T. J. Richardson,1,0,0
1508799,Paolo Viappiani,1,0,0
1509711,David M. Blei,4,20,2
1557709,Yong Yu,2,2,1
1562749,Tilman Lange,2,1,1
1582427,Takeo Kanade,1,0,0
1584077,M. Pavel,1,2,1
1616335,Paul Mineiro,2,0,0
1625626,Nima Razavi,1,0,0
1652752,I. Finci,1,1,1
1667252,D. Strelow,2,0,0
1682749,Rahul Santhanam,1,0,0
1689607,Andreas Ess,1,0,0
1696762,H. Essafi,1,0,0
1710544,Mark W. Koch,2,1,1
53083,Haiqin Yang,1,0,0
78677,Jonathan Slocum,3,4,1
84610,Sugato Basu,3,5,2
145733,Bernd Bohnet,2,0,0
226265,Khiet P. Truong,1,4,1
227290,A. Liu,1,1,1
253180,Jan Peters,1,0,0
261561,Jian Zhang,3,1,1
302350,Bengt Sigurd,1,0,0
316780,Siddharth Patwardhan,6,57,4
363962,Jianping Fan,1,0,0
424132,Libby Barak,2,3,1
427641, Bi Song,1,0,0
434448,John Chen,1,5,1
500611,Chih-Fan Chen,1,0,0
516956,H A Mallot,2,0,0
530430,Frédéric Guichard Jean-Philippe Tarel,1,2,1
548852,Xinying Song,1,2,1
561760,Phillip Malawey,2,0,0
579573,Yaoyong Li,1,1,1
598139,Doo Soon Kim,1,0,0
603958,Wendy G. Lehnert,6,1,1
606605,Karim Ali,1,0,0
609735,Mikel Rodriguez,1,0,0
616506,François Denis,3,0,0
635331,R. N. Shepard,1,0,0
648201,Bojan Petek,1,0,0
654132,Samuel Rota Bulo,2,0,0
659892,David Williams,1,0,0
690728,David Stirling,1,0,0
729663,Eric Eaton,1,0,0
732182,John Fisher,1,0,0
732310,Lars Asker,1,0,0
740495,Jiaya Jia,2,0,0
785564,Rainer Gemulla,1,0,0
803617,Michael Johnston,4,11,1
810539,Christopher Johnson,1,0,0
873906,Lu Zhang,1,0,0
875626,Wenwei Yu,1,0,0
875856,Linda Manganaro,1,3,1
877127,Oliver Müller,1,0,0
884207,Jörg Steffen,1,5,1
919617,Eleazar Eskin,2,1,1
959027,Eric Altendorf,1,0,0
972308,Harshit Chopra,1,0,0
994559,X. D. Huang,10,29,3
1014666,Myle Ott,1,4,1
1027972,Tadeusz Pietraszek,1,0,0
1061319,Karen Ryan,1,0,0
1090952,Wei Chen,1,1,1
1099530,Jose C. Rubio,1,0,0
1122115,David Forsyth,1,0,0
1130067,S. Ravishankar,1,0,0
1164622,Tsung-Yi Lin,1,0,0
1181104,Yuning Chai,1,0,0
1190103,F. Dornaika,4,0,0
1214165,Benoit Lavoie,1,0,0
1250337,Christine Graffigne,2,0,0
1258601,Le Lu,3,0,0
1260856,Yoav Y. Schechner,10,3,1
1282658,Jan van Eijck,1,3,1
1292968,Reuven Zaritsky,1,0,0
1302474,Michael Heilman,5,12,3
1306677,T. N. Tan,3,0,0
1311625,Marie-Catherine de Marneffe,3,9,1
1336673,Mohammed Noamany,2,0,0
1353689,Darrell Laham,1,3,1
1390845,E. L. Terra,1,4,1
1404039,Wei Feng,1,0,0
1411849,Le Zhao,1,0,0
1412700,B. Stenger,2,1,1
1502066,Dimitrios Kalles,1,0,0
1502125,Shihao Ji,1,0,0
1504798,Steven Greenberg,1,0,0
1539337, Zhenhua Wang,1,0,0
1570908,Jiangyong Duan,1,0,0
1575344,Haifeng Wang,7,12,2
1576992,Lars Bretzner,2,2,1
1589023,Hanning Zhou,2,0,0
1600644,Kuan Li,1,0,0
1623227,Jinwei Gu,1,0,0
1658882,Mary Ellen Foster,1,0,0
1673638,Malvina Nissim,5,17,2
1674341,Mats Rooth,5,30,4
1684963,Lester Mackey,1,0,0
1711195, Tao Yang,1,0,0
1888,Zhifang Sui,1,1,1
8950,Shuqiang Jiang,2,0,0
11287,K. Karasaki,1,0,0
54376,A. Sharma,2,0,0
58474,Ian R. Fasel,1,0,0
86694,Paul Aarseth,1,27,1
104567,Yajuan Lü,1,0,0
106746,Wim De Smet,1,2,1
124978,Xue Mei,1,0,0
195501,Carsten Bergmann,1,0,0
204341,John Thomson,1,0,0
253799,Richard Markham,1,0,0
267160,N. Toomarian,1,0,0
289230,R. Hollan,1,0,0
290916,Nicholas J. Adams,1,0,0
304909,Sourish Chaudhuri,2,1,1
344815,Mainak Sen,1,0,0
368048,Sajib Dasgupta,2,5,1
385689,M. Friedman,1,1,1
388157,Y. Wang,3,0,0
449798, Xiao-Chen Lian,1,0,0
454926,Konstantinos A. Fotiadis,1,1,1
459537,Shasha Xie,1,0,0
461074,Opal Y. Ousley,1,0,0
471865,Xianchao Wu,5,5,2
472676,Michael Cohen,3,8,2
477328,John Elder,2,3,1
498021,Roy J. Byrd,6,19,2
503127,Qin Lu,2,0,0
505864,Jun Zhao,7,14,3
525730, Zhenxing Niu,1,0,0
571289,Emily Hartley,1,0,0
605813,Kirill Kireyev,2,0,0
621146,Mehrbod Sharifi,1,0,0
625744, Zheng Song,1,0,0
694360,Yang Wu,2,0,0
749550,Arun Krishnan,2,0,0
751419, Qi Tian,5,0,0
760376,Richard Waldinger,1,0,0
763495,B. S. Manjunath,4,1,1
765206,Bernhard Nebel,2,0,0
767742,Naftali Tishby,9,53,2
769818,Ekaterina Ovchinnikova,1,0,0
781073,Atsushi Okajima,1,0,0
834008,Luisa Bentivogli,1,3,1
876055,Tao Daniel Alter,2,0,0
894206,Boaz Nadler,2,0,0
898558,António Zampolli,1,0,0
929740,P. Fua,1,2,1
946206,Wenyuan Dai,2,2,1
948334,Martin Ester,1,0,0
955646,Frank Verbiest,1,0,0
970418,Yi Li,1,0,0
1059489,Qi Tan,1,0,0
1083599,B. Yegnanarayana,1,0,0
1095620,Karl E. Gustafson,1,0,0
1097853,Harry Shum,1,0,0
1128175,Anuj Dawar,1,1,1
1144427,J. J. -J. Lien,1,0,0
1153741,W. W. Boles,1,0,0
1156563,Gian Luca Marcialis,1,0,0
1175869,Martin Armstrong,1,5,1
1191133,Chiraz BenAbdelkader,2,0,0
1202042,Michael Pucher,1,0,0
1246538,A. Fern,2,0,0
1253394,Terry Koo,3,55,3
1314941,Daniele Pighin,1,3,1
1317452,Alicia Fornés,1,0,0
1329237,Thomas Degris,1,0,0
1331840,George Foster,6,22,3
1356356,R. Christopher deCharms,2,0,0
1380330,G. Reinelt,1,0,0
1395987,Kang Liu,5,10,2
1401017,Jan Kautz,1,0,0
1411816,R. S. Feris,1,0,0
1455334,Jia-Ming You,1,2,1
1456080,David J. Hirvonen,1,0,0
1472632,Michael White,4,7,2
1502605,Scott Cohen,3,0,0
1511396,Véronique Clément,1,0,0
1537913,Alexander Fix,2,0,0
1545902,Stephen Tyndall,1,0,0
1565774,Omkar M. Parkhi,1,0,0
1603344,S Shapiro,4,4,2
1641126,Junxin Zhang,2,1,1
1660210,Colin Humphries,1,0,0
1660651,Nikita Sudan,1,0,0
1665329,Hongbin Zha,1,0,0
7283,Jason S. Chang,1,0,0
9258,Jason S. Chang,9,9,2
9731,Andreas S. Weigend,1,0,0
22857,Silvia Zuffi,2,0,0
95937,P. J. Flynn,1,0,0
100598,Tadayoshi Hara,1,1,1
115886,Mark A. Mandel,2,3,1
126880,Zheng Ping Jiang,1,7,1
162175,Takaaki Hasegawa,1,20,1
164585,Junzhou Huang,2,0,0
165524,Bart Lamiroy,3,0,0
168560,Xiaohu Guo,1,0,0
195127,J. J. Bonaiuto,1,0,0
207970,Tom Drummond,1,0,0
227576,Mingxing Xu,1,1,1
294812,Stephen D. Bay,1,0,0
361757,Adam Baumberg,1,6,1
391214,Sebastian Toelg,2,0,0
406312,Y. H. Le,3,0,0
415560,Shishir K. Shah,1,0,0
474847,Michael Braun,1,0,0
521149,Olga Veksler,7,9,1
535865,Giacomo Ferrari,1,0,0
541280,Rishan Chen,1,0,0
556040,Kaizhu Huang,2,0,0
578163,William E. Skaggs,1,0,0
595600,Klaus K. Obermeier,1,0,0
636054,Louise Guthrie,3,4,1
638805,Egon C. Pasztor,1,3,1
662422,Simon Fung,1,0,0
693931,L. de Agapito,1,0,0
769904,Yung-Yu Chuang,2,0,0
771311,Surajit Chaudhuri,2,0,0
778664,Yi-Xuan Liu,1,0,0
836530,Constantine Papageorgiou,3,7,2
903415,Christian G. Kohler,1,0,0
915321,T. Yamazaki,1,0,0
944698,Junling Hu,2,3,1
957063,Björn Johansson,1,0,0
1017658,Zhiqian Wang,1,0,0
1076221,W. Yih,7,18,2
1076978,Vassil Chatalbashev,3,13,2
1080797,Søren Brunak,1,0,0
1110034,Matthew Ventura,1,0,0
1120060,Robert C. Mathews,1,0,0
1125656,Rui Gan,1,0,0
1253205,Jeremy Crowe,1,0,0
1286087,G. Adda,3,1,1
1317729,Liangliang Cao,1,0,0
1375911,J. Balzer,2,0,0
1511366,V. Valtchev,1,2,1
1529718,Y. Matsushita,1,0,0
1533371,Zheng Lu,1,0,0
1555884,Ahmed Hassan,1,0,0
1657956,Matthew N. Dailey,1,0,0
1668125,Javier Lorenzo,1,1,1
1682934,Dany Kharitonsky,1,0,0
1686498,Gunes Ercal,1,0,0
5427,F. Collange,2,0,0
10022,Lokendra Shastri,1,0,0
25243,Rafał P. Sałustowicz,1,0,0
29746,Boxing Chen,3,3,1
46722,Ali Ghodsi,2,1,1
59795,Arjun Jain,2,0,0
60382,Shuntaro Isogai,1,2,1
69073,Charles Bibby,1,0,0
89037,Robert Eklund,1,1,1
106008,Uri Zernik,3,3,1
111843,J Nakamura,2,5,2
115213,S. M. Omohundro,1,8,1
144713,Stefan Riezler,10,93,5
151238,Christian Matenar,1,0,0
179551,Kui Jia,4,0,0
207503,Amr El-Desoky,1,0,0
227577,Tawanda Sibanda,1,0,0
271841,Jason Naradowsky,4,15,2
293126,Charles Rich,1,2,1
303069,Eugene Charniak,29,449,9
310951,Pierre Moulin,2,0,0
329854,Andrew Blake,1,0,0
355269,Mario Ferraro,1,0,0
364672,Karsten L. Worm,1,5,1
378049,David Cohn,2,3,1
391837,Bart Selman,1,1,1
428018,A. E. McNair,1,1,1
446041,E. Saund,1,0,0
455423, Jin Yu,2,0,0
458305,Ilseo Kim,1,0,0
459864,Fabio G. Cozman,1,0,0
464775,M. Rouf,2,0,0
466137,Selim Ben Himane,1,0,0
477769,Timothy Allison,3,0,0
496356,Bin Lu,1,0,0
502789,Yusuf Sinan Akgul,2,0,0
524870,Mike James,3,10,2
547384,S. Flickenger,1,44,1
590589,R. A. May,1,0,0
593628,Carl A. Gutwin,1,0,0
656383,Alexander Berengolts,1,1,1
659837, Jianping Fan,1,0,0
668832,Myung-Gil Jang,1,1,1
673226,Attilio Giordana,1,0,0
676379,Frank Liberato,1,0,0
710209,C. Kohl,1,0,0
731276,Chun Hung Cheng,1,0,0
737678,Georg Langs,1,0,0
792786,Ralph Highnam,1,0,0
842981,Anne Jorstad,1,0,0
855704,Bernard Ng,1,0,0
876691,Cheng Lei,1,0,0
887836,Hiroshi Yokoi,1,0,0
904094,Renxian Zhang,1,0,0
950240,Y. Even-Zohar,1,2,1
995212,Ghassan Hamarneh,3,0,0
996611,Kristin P. Bennet,1,1,1
1011011,Hongfei Yan,4,3,1
1015376,Wee-Kheng Leow,1,0,0
1024177,Abdelhadi Soudi,1,0,0
1049861,Hui Ye,3,9,2
1070244,Hsiao-Wuen Hon,8,22,3
1076332,Mayank Bansal,2,0,0
1095147,Steven Baker,1,3,1
1100746,Deryle W. Lonsdale,1,0,0
1112464,R. Krovetz,2,1,1
1120738,Nathan Green,1,0,0
1235472,Li Cai,2,9,2
1278170,Dustin Lang,1,0,0
1317423,T. Tan,1,0,0
1346610,Jinhu Tang,1,0,0
1415935,Yangmuzi Zhang,1,0,0
1420707,Chao Zhang,1,0,0
1428523,Matthew Skala,1,0,0
1430002,Yongjie Li,2,0,0
1475862,Marzieh Razavi,1,1,1
1488529,Sylvia Gil,1,0,0
1505053, Jue Wang,1,0,0
1506287,Wei Li,1,0,0
1510683, Shang-Hong Lai,3,0,0
1515126,Maria-Florina Balcan,2,2,1
1568984,Shahriar Shariat,2,0,0
1580277,Michael J. Black,1,0,0
1590097,Zaharin Yusoff,1,0,0
1631207,Dan Raviv,1,0,0
1644883,J. Gallice,2,0,0
1658278,Ann Copestake,4,7,1
1700951,Craig Robertson,3,0,0
22265,Isidore Rigoutsos,1,0,0
36724,Jia Huang,1,0,0
54642,Natalia Ponomareva,1,0,0
58819,Wei Qu,1,0,0
65827,Merrielle Spain,1,0,0
67373,Daniel Tarlow,2,0,0
87531,Serge Sharoff,1,1,1
95118,Manfred K Warmuth,4,1,1
124853,Dongqing Zou,1,0,0
126728,Brian Jensen,1,0,0
148741,J. Andrew Bangham,4,0,0
160543,Apoorv Agarwal,3,1,1
165163,Frank Bignone,1,1,1
166421,Silvia Pareti,1,0,0
168470,Nicolas Ballas,1,0,0
237481,Florian Röhrbein,1,0,0
288902,Stefan Müller,1,3,1
339713,Jeff Bilmes,16,33,3
392166,Gregory Baratoff,1,1,1
439504, Zhanyi Hu,1,0,0
444593,Hilda Hardy,3,3,1
473858,Fernando Pereira,30,712,10
