article_id_1,article_id_2
458025,457940
458045,457940
625065,457940
625072,457940
625210,457940
457733,457941
592144,457941
272536,457942
458101,457942
625112,457942
457720,457943
592143,457943
457397,457944
457733,457944
592144,457944
592294,457944
592345,457944
625148,457944
718330,457944
458025,457945
458028,457945
458045,457945
457714,457948
457742,457948
458086,457948
625130,457948
635712,457948
718465,457948
457710,457950
592316,457950
635758,457950
718342,457951
105679,457952
458134,457952
592150,457954
635740,457954
457558,457955
592222,457956
718410,457956
592079,457957
625130,457957
457623,457958
457643,457958
458040,457958
592074,457958
625173,457958
718411,457958
272607,457959
457573,457959
476717,457959
493970,457959
493988,457959
592143,457959
635730,457959
635750,457959
457733,457961
592126,457961
718330,457961
718342,457961
457733,457962
592345,457962
718330,457962
592152,457963
592403,457963
635730,457963
635731,457963
635735,457964
748465,457965
457359,457966
457560,457966
625206,457966
635712,457966
625126,457967
466597,457968
592079,457968
458108,457969
592169,457969
625199,457969
457540,457970
458090,457970
592079,457971
635702,457971
592212,457972
635743,457972
718411,457972
457733,457973
493981,457973
564191,457973
592308,457973
592345,457973
718330,457973
457555,457974
625126,457974
457267,457975
457364,457975
457690,457975
592010,457975
718341,457975
466240,457976
457558,457978
170581,457979
592403,457979
635731,457979
457212,457981
458054,457983
458116,457984
457329,457985
457397,457986
170573,457987
180656,457987
457987,457987
458122,457987
592224,457987
592381,457987
592413,457987
635749,457987
592028,457989
635694,457989
635692,457991
457726,457993
457733,457993
458060,457993
592005,457993
592297,457993
718330,457993
635735,457995
635736,457995
458040,457996
592419,457996
625173,457996
170572,457997
457690,457997
458054,457997
592151,457997
592417,457997
718370,457997
457710,457998
457720,457998
592028,457998
635713,457998
635726,457999
458034,458000
625147,458000
457750,458002
592130,458002
592152,458002
592306,458002
635738,458002
592294,458003
625075,458003
170736,458004
457339,458004
457375,458004
457690,458004
458004,458004
592086,458004
592112,458004
592132,458004
592253,458004
635730,458005
635750,458005
592436,458006
592438,458006
625164,458006
457747,458007
592102,458007
718421,458007
457597,458008
592134,458008
625115,458008
458107,458009
592089,458009
592105,458009
457757,458010
635713,458010
457378,458011
457620,458011
457742,458011
592325,458011
592414,458011
625125,458013
272536,458014
457643,458014
592080,458014
625053,458014
635720,458016
272574,458018
457625,458019
457658,458019
458076,458019
592306,458019
625058,458019
718388,458019
457683,458020
592277,458020
718471,458020
592108,458021
592183,458021
635694,458021
457798,458023
718482,458023
457555,458024
457597,458024
457336,458025
457339,458025
457390,458025
457629,458025
457669,458025
457721,458025
457745,458025
592086,458025
718333,458025
718484,458025
718487,458025
180700,458026
457683,458026
457690,458026
457721,458026
592140,458026
592272,458026
625070,458026
718444,458026
718482,458026
457750,458027
592312,458027
592086,458028
592246,458029
625078,458029
457643,458030
457753,458030
635708,458032
625147,458034
592067,458035
592085,458035
592096,458035
457769,458036
625210,458036
625181,458037
457722,458039
457748,458039
457749,458039
625083,458039
625094,458039
625210,458039
718331,458039
625173,458040
635688,458040
635750,458040
718411,458040
170736,458041
457636,458041
592086,458041
592115,458041
625183,458041
718484,458041
457281,458043
457566,458044
457749,458044
457752,458044
625087,458044
625094,458044
625210,458044
457549,458045
457566,458045
457603,458045
458061,458045
625094,458045
635709,458046
170526,458047
592385,458047
625085,458047
625199,458047
170558,458048
457375,458048
457678,458048
457679,458048
457795,458048
592125,458048
625210,458048
457573,458049
457574,458049
457655,458049
592259,458049
592343,458049
625172,458049
635730,458049
592133,458050
718386,458050
592292,458051
718493,458051
457750,458052
592312,458052
592218,458053
592306,458053
457690,458054
592008,458054
718370,458054
635743,458055
565205,458056
592390,458056
625123,458056
625127,458056
457285,458057
592240,458057
625145,458057
592288,458058
592318,458058
625185,458058
635714,458058
458069,458059
718377,458059
718421,458059
718469,458059
457540,458060
457726,458060
457763,458060
592005,458060
592155,458060
592295,458060
592296,458060
592297,458060
718330,458060
718341,458060
718489,458060
457713,458061
457749,458061
625071,458061
625087,458061
625094,458061
625166,458061
625210,458061
457549,458062
457566,458062
457603,458062
457667,458062
457679,458062
457683,458062
457745,458062
457795,458062
458020,458062
592086,458062
592117,458062
592272,458062
592326,458062
625071,458062
625087,458062
625094,458062
625210,458062
635700,458062
170752,458063
457336,458063
457375,458063
625072,458063
718332,458063
457336,458064
457683,458064
592113,458064
565205,458066
170755,458067
457684,458067
457712,458067
564188,458067
625094,458067
718483,458067
718490,458067
170573,458069
180700,458069
592134,458069
170573,458070
457597,458070
591994,458070
635750,458070
457714,458071
457614,458072
180661,458073
180700,458073
457336,458073
457375,458073
457683,458073
457690,458073
457721,458073
591999,458073
592086,458073
592092,458073
592115,458073
625070,458073
625074,458073
457597,458075
457728,458075
592194,458075
457750,458076
592154,458076
592402,458076
635758,458076
592108,458077
592301,458077
718478,458077
592130,458079
625163,458079
170755,458080
457339,458080
457745,458080
592086,458080
592253,458080
625183,458080
625195,458080
718486,458080
718487,458080
170736,458081
457336,458081
457745,458081
592086,458081
635700,458081
718332,458081
458101,458082
458106,458082
635717,458082
635722,458082
635759,458083
457620,458086
457703,458086
457711,458086
591994,458086
592105,458086
592106,458086
592127,458086
592255,458086
592371,458086
457645,458087
592136,458087
625116,458087
625125,458087
625159,458087
635683,458087
718409,458087
457597,458088
170554,458089
457558,458089
457703,458089
592103,458089
635683,458089
592416,458090
457375,458091
635710,458091
457747,458092
592102,458092
592300,458092
592352,458092
718351,458092
718361,458092
180687,458093
457568,458093
457598,458093
592236,458093
635715,458093
718387,458093
170561,458094
180659,458094
180661,458094
457688,458095
457723,458095
592028,458095
718395,458095
457336,458096
457375,458096
592065,458096
625072,458096
625183,458096
718487,458096
592143,458097
592135,458098
592383,458098
625064,458098
625073,458098
718023,458099
718348,458099
718400,458099
718419,458099
457703,458100
457727,458100
718411,458100
718425,458100
625085,458101
625199,458101
635721,458101
635726,458101
635758,458101
457737,458103
592015,458104
718380,458104
457746,458105
592236,458105
592362,458105
592364,458105
625130,458105
635715,458105
718487,458105
457558,458107
592224,458107
592228,458107
592381,458107
592413,458107
592415,458107
625129,458107
635685,458107
635749,458107
718412,458107
625199,458108
718410,458108
457739,458110
592018,458110
625083,458111
170544,458112
718485,458113
457808,458114
625091,458114
625102,458114
718386,458114
457566,458115
457603,458115
457674,458115
457745,458115
591999,458115
592352,458115
718333,458115
718484,458115
457589,458116
592219,458116
592422,458116
457339,458117
457629,458117
457745,458117
592112,458117
592253,458117
625072,458117
718486,458117
170528,458119
457684,458119
457746,458119
625147,458119
718449,458119
170545,458120
457632,458120
625202,458120
592413,458122
625129,458122
635696,458122
170577,458123
457568,458123
635697,458123
180660,458124
457336,458124
457375,458124
457378,458124
457549,458124
457690,458124
592359,458124
625070,458124
635683,458124
718444,458124
718469,458124
592108,458125
592224,458125
635681,458125
78279,458126
457577,458126
457583,458126
457687,458126
592416,458126
635723,458126
718422,458126
457336,458127
457617,458127
457629,458127
592115,458127
592132,458127
718487,458127
718426,458128
718484,458128
718487,458128
457378,458129
457599,458129
592429,458129
635703,458129
170573,458130
457558,458130
457620,458130
457703,458130
592148,458130
718424,458130
457729,458131
592056,458131
592404,458131
625138,458131
718430,458131
718469,458131
592288,458132
592360,458132
625173,458132
457643,458133
458040,458133
458049,458133
625115,458133
635688,458133
635750,458133
457558,458135
170543,458136
592059,458136
170573,458137
625140,458137
718355,458138
458107,458140
592381,458140
592413,458140
625176,458140
635749,458140
457378,493970
493978,493970
625164,493970
718355,493970
457726,493971
592005,493971
718330,493971
718341,493971
718489,493971
457683,493972
592115,493972
718471,493972
170755,493974
457721,493974
493972,493974
457375,493975
457565,493975
457617,493975
457721,493975
493972,493975
493974,493975
493978,493975
625070,493975
625137,493975
718330,493975
718471,493975
457705,493976
625072,493976
718459,493976
457679,493977
457683,493977
457690,493977
457713,493977
457722,493977
457749,493977
718487,493977
457378,493978
457549,493978
457566,493978
457603,493978
592117,493978
457733,493981
457804,493981
635708,493981
718330,493981
457558,493982
457703,493982
635683,493982
457761,493983
493983,493983
592234,493983
718468,493983
457669,493984
457684,493984
458119,493984
625135,493984
625147,493984
457683,493985
718471,493985
170737,493986
457375,493986
592065,493986
625083,493986
718488,493986
457336,493987
457378,493987
457579,493987
170736,493988
180660,493988
457378,493988
457690,493988
457721,493988
457722,493988
493970,493988
592005,493988
592117,493988
592326,493988
625056,493988
625136,493988
625144,493988
625164,493988
718421,493988
718444,493988
718487,493988
592152,564189
635742,564189
457726,564191
457733,564191
493981,564191
592345,564191
718330,564191
718341,564191
170577,564550
457568,564550
718377,564550
635745,565222
718339,565222
457643,565224
457753,565224
718440,565224
457764,565225
457575,565226
592086,565226
592115,565226
592132,565226
718484,565226
718487,565226
457710,565227
592143,565227
635713,565227
457549,565229
457566,565229
457603,565229
457654,565229
457749,565229
458039,565229
458061,565229
625071,565229
625087,565229
625094,565229
625210,565229
592088,565230
592093,565231
625125,565231
635684,565231
458114,565232
625199,565232
592427,592299
592301,592301
592404,592302
457733,592308
592079,592308
592143,592308
592245,592308
592345,592308
718330,592308
457386,592310
592066,592310
592280,592310
592143,592313
592222,592313
718492,592313
718346,592314
718360,592314
718436,592314
592107,592315
592143,592316
592144,592316
592246,592317
272578,592318
457385,592318
625185,592318
718477,592318
592091,592319
592222,592319
625085,592319
625168,592319
625199,592319
592152,592320
592255,592320
625097,592321
625126,592321
625061,592322
457632,592323
592032,592323
718337,592323
592258,592324
625176,592325
170736,592326
457692,592326
592010,592326
592122,592326
625159,592326
625164,592326
457555,592327
591994,592327
625188,592327
718458,592327
592062,592328
457623,592329
592135,592331
718372,592331
718398,592332
592107,592333
592178,592333
592070,592334
718398,592334
592122,592336
592297,592336
457674,592339
170573,592340
457558,592340
625052,592340
625113,592340
457304,592341
592030,592341
592204,592341
592278,592341
457643,592342
592080,592342
592278,592342
625053,592342
625112,592342
457212,592343
457327,592343
457655,592343
592257,592343
592259,592343
625172,592343
592093,592344
592193,592344
592308,592345
718330,592345
180668,592346
592135,592346
592218,592346
592240,592346
592295,592346
625115,592346
625130,592346
457611,592347
625098,592347
625125,592347
625177,592347
625185,592347
457526,592350
457339,592352
457745,592352
718434,592352
592253,592353
718486,592353
170539,592354
180693,592354
457375,592358
625072,592358
718459,592358
718484,592358
592010,592359
592122,592359
718444,592359
457672,592360
591994,592360
592031,592360
592143,592360
592288,592360
625173,592360
718479,592360
592212,592361
457665,592362
591986,592362
592111,592362
592296,592362
625183,592362
457336,592363
457339,592363
592112,592363
592115,592363
592269,592363
718487,592363
180672,592364
180687,592364
457364,592364
457378,592364
592005,592364
592038,592364
592079,592364
592236,592364
592238,592364
592293,592364
592297,592364
625164,592364
718341,592364
718383,592364
592228,592366
625138,592366
457378,592367
457558,592368
592240,592368
457680,592370
592111,592370
592237,592370
592004,592371
592218,592371
457378,592372
592088,592372
592117,592372
625056,592372
625074,592372
625183,592372
592079,592373
592143,592373
592236,592373
180661,592374
625087,592374
625210,592374
718462,592374
592250,592375
592037,592376
592218,592376
625200,592376
592377,592377
457256,592378
457362,592378
625160,592378
718366,592378
592240,592379
625192,592379
625196,592379
592066,592380
625118,592380
625207,592380
180656,592381
592224,592381
592228,592381
625176,592381
592234,592382
457378,592383
592135,592383
592247,592383
625064,592383
625073,592383
625173,592383
592069,592386
592159,592386
457660,592387
592152,592387
457604,592389
457611,592389
170545,592390
457632,592390
565205,592390
625123,592390
625127,592390
718419,592390
465891,592393
457808,592394
592246,592394
625078,592394
625081,592395
625176,592395
625189,592395
592041,592396
592143,592396
457691,592398
592062,592398
625173,592400
180681,592402
457349,592402
592007,592402
592288,592402
592417,592402
592048,592403
592152,592403
457540,592404
457672,592404
592055,592404
592257,592404
457378,592406
457676,592407
592182,592407
625103,592407
625125,592410
457391,592411
565215,592411
625078,592411
457378,592413
592127,592413
592135,592413
592228,592413
625115,592413
625129,592413
625130,592413
625176,592413
170554,592414
457558,592414
457620,592414
592134,592414
592218,592414
625176,592414
718442,592414
592224,592415
592228,592415
625129,592415
170572,592417
592007,592417
592140,592417
592151,592417
592288,592417
591994,592418
592043,592418
592108,592418
625112,592418
625172,592418
592107,592420
592108,592420
592148,592420
592204,592420
592259,592420
592004,592421
592012,592421
592089,592421
592105,592421
592106,592421
592218,592421
592242,592421
625115,592421
718385,592421
457550,592422
625121,592422
592103,592429
592259,592430
592343,592430
592228,592432
592155,592433
592157,592433
592111,592435
718363,592435
457688,592437
565215,592437
592164,592437
592215,592439
625112,592440
748582,742201
746924,742202
748561,742202
786554,742202
818041,742202
746867,742203
746910,742204
747855,742204
748442,742204
748482,742204
748539,742204
748583,742204
748631,742204
786504,742204
786553,742204
746865,742205
748601,742209
748703,742209
817954,742209
748342,742211
748343,742211
786575,742211
748662,742214
748594,742215
748722,742215
746865,742216
746924,742216
748594,742217
786511,742217
786512,742217
818061,742217
746865,742218
748561,742218
817955,742219
466745,742220
786521,742221
786576,742221
748222,742222
748361,742222
748507,742222
786502,742222
786568,742222
748558,742223
748724,742223
786579,742224
746897,742227
748706,742227
466893,742228
786532,742228
786547,742228
817813,742228
786547,742229
746865,742230
748722,742230
103544,742231
746865,742231
746903,742232
817942,742232
817948,742232
818067,742232
747858,742234
786511,742234
786558,742234
786528,742235
817779,742235
746865,742236
748598,742236
748720,742236
748729,742236
786566,742236
746896,742237
748595,742237
747851,742239
466727,742240
748527,742240
786559,742241
746883,742243
746912,742243
748494,742243
748698,742243
748859,742243
748536,746863
99686,746865
748561,746865
748705,746865
748720,746865
748722,746865
818038,746865
818065,746865
103551,746868
748465,746868
99953,746869
748550,746869
748594,746869
748786,746869
748846,746869
817847,746869
818059,746869
748465,746870
748619,746870
748846,746870
748550,746871
748594,746871
748600,746871
748601,746871
748703,746871
818059,746871
747617,746873
748183,746873
748542,746873
746874,746874
748542,746874
748584,746875
748794,746875
748191,746876
748461,746876
748529,746876
748583,746876
748733,746876
89072,746878
818046,746879
818063,746879
748701,746882
746883,746883
748810,746883
103498,746884
748705,746884
748464,746885
748465,746885
748551,746885
748688,746886
818061,746886
748514,746887
748153,746888
748212,746888
748216,746888
748153,746889
748229,746889
748498,746889
748670,746889
748560,746890
748724,746890
748727,746890
748606,746892
748504,746893
748504,746894
748688,746894
748313,746895
748561,746895
748622,746895
748801,746895
817826,746895
99692,746896
746896,746896
748324,746896
748326,746896
748327,746896
748543,746896
748667,746896
748734,746896
748863,746896
99691,746897
103500,746897
747591,746897
748543,746897
748735,746897
748825,746897
817810,746897
817813,746897
748442,746899
748718,746899
818045,746899
99650,746900
748342,746900
748343,746900
748442,746900
748443,746900
748593,746900
99650,746901
746925,746901
748342,746901
748343,746901
748442,746901
748443,746901
748711,746902
748731,746903
748728,746904
748180,746906
748708,746906
748826,746907
748720,746908
817914,746908
99683,746910
748507,746912
748798,746914
748798,746915
748602,746916
748605,746916
748619,746918
748703,746918
748722,746918
748738,746918
818061,746918
748222,746920
748352,746920
748527,746921
748546,746922
748699,746922
748444,746923
748561,746924
748722,746924
748817,746924
99650,746925
746901,746925
748343,746925
748556,746925
817944,746925
748722,746926
818065,746926
748691,746928
748703,746929
748707,746929
748330,746931
748486,746931
748552,746931
748658,746931
748410,747568
747589,747570
747631,747573
747648,747573
748791,747575
748791,747576
747630,747583
748304,747586
748315,747586
748426,747586
748246,747587
748792,747587
748295,747588
748311,747588
747570,747589
747637,747589
748314,747589
748315,747589
748301,747591
747607,747592
748252,747601
748787,747603
748254,747605
747592,747607
748789,747609
748311,747616
748772,747617
748311,747618
747573,747619
747631,747619
747648,747619
748305,747627
748306,747627
748315,747627
748316,747627
747583,747630
747573,747631
747619,747631
747648,747631
747570,747633
747570,747637
747589,747637
748315,747637
748306,747639
747573,747648
747619,747648
747631,747648
748273,747650
748274,747650
748319,747651
748789,747651
748975,747651
748421,747654
747629,747662
748311,747666
748397,747668
748398,747668
747585,747670
748261,747676
748278,747676
748280,747676
748155,747852
748191,747852
748733,747852
748482,747854
748482,747855
748583,747855
747598,747856
748145,747856
748241,747856
748786,747856
746929,747859
748740,747862
748785,748131
747575,748132
748132,748132
748136,748135
748219,748137
748215,748138
748296,748139
747615,748140
748218,748140
748227,748140
747588,748141
747638,748143
748301,748143
748239,748144
748237,748145
748241,748145
748786,748145
747600,748146
748241,748146
748234,748150
748314,748152
747608,748153
748229,748153
748301,748153
748784,748154
748301,748155
748211,748156
747625,748157
747638,748157
748301,748157
748231,748158
748301,748158
748212,748159
748255,748160
748302,748161
747570,748162
747589,748162
747637,748162
748172,748170
748190,748170
748131,748172
748132,748174
748145,748174
748157,748174
748160,748174
748228,748174
748786,748174
748250,748175
748137,748176
748144,748177
748426,748178
748136,748179
747637,748180
747589,748181
748137,748182
748162,748182
747627,748183
748233,748183
748214,748185
747671,748187
748208,748187
748229,748187
748301,748187
748131,748188
748785,748188
748170,748190
748172,748190
748155,748191
748231,748191
748301,748191
747617,748192
747647,748192
748148,748192
748250,748192
748213,748193
748242,748193
819263,748194
747586,748195
748144,748195
748426,748195
747637,748196
747628,748198
748232,748198
747591,748199
748156,748199
748211,748199
747580,748201
748217,748201
748315,748201
747570,748202
747637,748202
748162,748202
748133,748203
748135,748203
748792,748206
747578,748210
748303,748212
748315,748219
747589,748221
747637,748221
748315,748221
748974,748221
747589,748222
747637,748222
748259,748222
748311,748222
748315,748222
748226,748225
748236,748225
748259,748225
748225,748226
747615,748227
747676,748227
747625,748228
748261,748228
748273,748228
748301,748228
748319,748228
747608,748229
747625,748230
748250,748230
747639,748232
747605,748235
748259,748236
748975,748239
747598,748241
747654,748244
748409,748246
748784,748246
748773,748249
748784,748253
748765,748254
748787,748258
748422,748261
748979,748261
748412,748272
748274,748273
748273,748274
748770,748275
748422,748276
748980,748276
748410,748277
748421,748279
748260,748283
748792,748297
748259,748298
748273,748301
748299,748301
748246,748302
748246,748304
748259,748304
748784,748304
748250,748305
748275,748305
748296,748309
748298,748309
748408,748309
748757,748309
748758,748309
748280,748313
748313,748314
748792,748315
748273,748316
748412,748316
748426,748316
748985,748316
748757,748317
748791,748317
748426,748318
748788,748319
748979,748319
748851,748321
748236,748322
748667,748324
748156,748325
748363,748325
747607,748326
748228,748326
748327,748326
748326,748327
748372,748327
748514,748327
748868,748327
748155,748329
748301,748329
748496,748329
748658,748330
748522,748331
748222,748334
748184,748335
748219,748335
748225,748335
748491,748335
103543,748337
748241,748337
748691,748337
103543,748339
748493,748341
748853,748341
748867,748341
748343,748342
748187,748344
748155,748345
748191,748345
748301,748345
748490,748345
748674,748345
748241,748346
748691,748346
748688,748347
748689,748347
748691,748347
748678,748348
748195,748349
748661,748350
747580,748351
748162,748351
748222,748352
748162,748353
103543,748356
748499,748356
748689,748356
103480,748357
748504,748357
748659,748357
817779,748357
89052,748359
103564,748359
103565,748359
103566,748359
103591,748359
103592,748359
817764,748359
748202,748360
748883,748360
748202,748361
748220,748361
748221,748361
748680,748361
747589,748362
748220,748362
748221,748362
748680,748362
748130,748363
748212,748363
748493,748363
748673,748363
748784,748363
748857,748363
748858,748363
748337,748368
748230,748370
748142,748371
748233,748371
748156,748372
103543,748373
748311,748373
748660,748374
748671,748375
748397,748398
748975,748400
748412,748404
748990,748404
748422,748415
748979,748415
748975,748421
748979,748421
748987,748421
748975,748422
748979,748422
748400,748430
748410,748430
748342,748442
748343,748442
748337,748443
748342,748443
748343,748443
748354,748443
99650,748444
748337,748444
748342,748444
748343,748444
748354,748444
99650,748445
748202,748445
748337,748445
748342,748445
748343,748445
103543,748446
103546,748446
103549,748446
103551,748446
748347,748446
99686,748447
748817,748447
748313,748448
748801,748448
817878,748448
99658,748449
748311,748449
748801,748449
748853,748449
817808,748449
817858,748449
817859,748449
748155,748451
748191,748451
748301,748451
748823,748451
748860,748451
748303,748452
748798,748452
99655,748453
748860,748453
817808,748453
748182,748455
748225,748455
748137,748456
748815,748458
748184,748459
748811,748459
747617,748461
748148,748461
748823,748461
748825,748461
817882,748461
748158,748462
748191,748462
748301,748462
748519,748462
748520,748462
748521,748462
748817,748462
817935,748462
748337,748463
748350,748463
