article_id,topic_id
105564,1
105565,1
105566,1
105567,1
105568,1
105569,1
105570,1
105571,1
105572,1
105573,1
105574,1
105575,1
105576,1
105577,1
105578,1
105579,1
105580,1
105581,1
105582,1
105583,1
105584,1
105585,1
105586,1
105588,1
105590,1
105592,1
105593,1
105594,1
105595,1
105597,1
105598,1
105600,1
105601,1
105603,1
105604,1
105605,1
105607,1
105608,1
105609,1
105610,1
105611,1
105612,1
105615,1
105617,1
105618,1
105622,1
105623,1
105625,1
105627,1
105628,1
105639,1
105640,1
105641,1
105642,1
105645,1
105649,1
105651,1
105652,1
105653,1
105654,1
105656,1
105658,1
105659,1
105661,1
105663,1
105664,1
105666,1
105667,1
105668,1
105670,1
105672,1
105674,1
105676,1
105677,1
105679,1
105680,1
105682,1
105684,1
105685,1
105687,1
105689,1
105692,1
105694,1
106559,1
106560,1
106561,1
106562,1
106563,1
106564,1
106565,1
106566,1
106567,1
106568,1
106569,1
106570,1
106571,1
106572,1
106573,1
106574,1
106575,1
106576,1
106577,1
106578,1
106579,1
106580,1
106581,1
106582,1
106583,1
106584,1
106585,1
106586,1
106587,1
106588,1
106589,1
106590,1
106591,1
114581,2
170524,0
170526,0
170528,0
170529,0
170531,0
170532,0
170534,0
170535,0
170536,0
170537,0
170539,0
170541,0
170542,0
170543,0
170544,0
170545,0
170546,0
170547,0
170549,0
170550,0
170552,0
170553,0
170554,0
170556,0
170558,0
170559,0
170561,0
170563,0
170565,0
170566,0
170568,0
170570,0
170571,0
170572,0
170573,0
170574,0
170575,0
170576,0
170577,0
170578,0
170579,0
170580,0
170581,0
170726,0
170728,0
170729,0
170730,0
170731,0
170732,0
170733,0
170734,0
170735,0
170736,0
170737,0
170738,0
170739,0
170740,0
170742,0
170743,0
170744,0
170746,0
170747,0
170749,0
170750,0
170752,0
170753,0
170755,0
180651,0
180652,0
180653,0
180654,0
180656,0
180657,0
180658,0
180659,0
180660,0
180661,0
180662,0
180663,0
180664,0
180665,0
180666,0
180667,0
180668,0
180669,0
180670,0
180671,0
180672,0
180673,0
180674,0
180675,0
180676,0
180677,0
180678,0
180679,0
180680,0
180681,0
180682,0
180683,0
180684,0
180685,0
180686,0
180687,0
180688,0
180689,0
180690,0
180691,0
180692,0
180693,0
180694,0
180695,0
180696,0
180697,0
180698,0
180699,0
180700,0
180701,0
272309,1
272315,1
272316,1
272318,1
272319,1
272321,1
272323,1
272325,1
272326,1
272327,1
272328,1
272329,1
272330,1
272332,1
272336,1
272338,1
272340,1
272342,1
272345,1
272348,1
272349,1
272350,1
272352,1
272354,1
272356,1
272358,1
272360,1
272361,1
272365,1
272367,1
272370,1
272371,1
272373,1
272375,1
272377,1
272379,1
272381,1
272383,1
272385,1
272386,1
272388,1
272389,1
272391,1
272394,1
272397,1
272401,1
272403,1
272405,1
272408,1
272410,1
272412,1
272413,1
272415,1
272418,1
272501,1
272502,1
272503,1
272504,1
272505,1
272506,1
272507,1
272508,1
272509,1
272510,1
272511,1
272512,1
272513,1
272514,1
272515,1
272516,1
272517,1
272518,1
272519,1
272520,1
272521,1
272522,1
272523,1
272524,1
272525,1
272526,1
272527,1
272528,1
272529,1
272530,1
272531,1
272532,1
272533,1
272535,1
272536,1
272537,1
272538,1
272539,1
272540,1
272541,1
272542,1
272543,1
272544,1
272545,1
272546,1
272547,1
272551,1
272557,1
272559,1
272562,1
272568,1
272569,1
272570,1
272572,1
272574,1
272578,1
272581,1
272582,1
272583,1
272584,1
272586,1
272587,1
272589,1
272605,1
272607,1
272608,1
272609,1
272612,1
272613,1
272615,1
272616,1
272618,1
272620,1
272622,1
272623,1
272625,1
272627,1
272630,1
272632,1
272634,1
272636,1
272639,1
272641,1
272643,1
272645,1
272646,1
272648,1
272649,1
272652,1
272654,1
272658,1
272660,1
272662,1
272663,1
272665,1
272666,1
272667,1
274924,1
280387,1
280400,1
280401,1
280402,1
280403,1
280404,1
280405,1
280406,1
280407,1
280408,1
280409,1
280410,1
280412,1
280413,1
280414,1
280416,1
280417,1
280419,1
280422,1
280425,1
280429,1
280433,1
280434,1
280436,1
280437,1
280439,1
280441,1
280442,1
280445,1
280447,1
280448,1
280449,1
280452,1
280454,1
280456,1
280458,1
280460,1
280463,1
280467,1
280471,1
280473,1
280477,1
280478,1
280480,1
280481,1
280482,1
280483,1
280485,1
280487,1
280488,1
280490,1
280492,1
280494,1
280496,1
280498,1
280499,1
280500,1
280501,1
280502,1
280511,1
280512,1
280513,1
280514,1
280515,1
280517,1
280519,1
280520,1
280521,1
280522,1
285711,1
454011,0
454012,0
454013,0
454014,0
454015,0
454016,0
454017,0
454018,0
454019,0
454020,0
454021,0
454022,0
454023,0
454024,0
454025,0
454232,1
454233,1
454234,1
454235,1
454236,1
454237,1
454447,1
454959,0
457209,0
457210,0
457211,0
457212,0
457213,0
457214,0
457215,0
457216,0
457217,0
457218,0
457219,0
457220,0
457221,0
457222,0
457223,0
457224,0
457225,0
457226,0
457227,0
457228,0
457229,0
457230,0
457231,0
457232,0
457233,0
457234,0
457235,0
457236,0
457237,0
457238,0
457239,0
457240,0
457241,0
457242,0
457243,0
457244,0
457245,0
457246,0
457247,0
457248,0
457249,0
457250,0
457251,0
457252,0
457253,0
457254,0
457255,0
457256,0
457257,0
457258,0
457259,0
457260,0
457261,0
457262,0
457263,0
457264,0
457265,0
457266,0
457267,0
457268,0
457269,0
457270,0
457271,0
457272,0
457273,0
457274,0
457275,0
457276,0
457277,0
457278,0
457279,0
457280,0
457281,0
457282,0
457283,0
457284,0
457285,0
457286,0
457287,0
457288,0
457289,0
457290,0
457291,0
457292,0
457293,0
457294,0
457295,0
457296,0
457297,0
457298,0
457299,0
457300,0
457301,0
457302,0
457303,0
457304,0
457305,0
457306,0
457307,0
457308,0
457309,0
457310,0
457311,0
457312,0
457313,0
457314,0
457315,0
457316,0
457317,0
457318,0
457319,0
457320,0
457321,0
457322,0
457323,0
457324,0
457325,0
457326,0
457327,0
457328,0
457329,0
457330,0
457331,0
457332,0
457333,0
457334,0
457335,0
457336,0
457337,0
457338,0
457339,0
457340,0
457341,0
457342,0
457343,0
457344,0
457345,0
457346,0
457347,0
457348,0
457349,0
457350,0
457351,0
457352,0
457353,0
457354,0
457355,0
457356,0
457357,0
457358,0
457359,0
457360,0
457361,0
457362,0
457363,0
457364,0
457365,0
457366,0
457367,0
457368,0
457369,0
457370,0
457371,0
457372,0
457373,0
457374,0
457375,0
457376,0
457377,0
457378,0
457379,0
457380,0
457381,0
457382,0
457383,0
457384,0
457385,0
457386,0
457387,0
457388,0
457389,0
457390,0
457391,0
457392,0
457393,0
457394,0
457395,0
457396,0
457397,0
457398,0
457399,0
457400,0
457401,0
457524,0
457525,0
457526,0
457527,0
457528,0
457529,0
457530,0
457531,0
457532,0
457533,0
457534,0
457535,0
457536,0
457537,0
457538,0
457539,0
457540,0
457541,0
457542,0
457543,0
457544,0
457545,0
457546,0
457547,0
457548,0
457549,0
457550,0
457551,0
457552,0
457553,0
457554,0
457555,0
457556,0
457557,0
457558,0
457559,0
457560,0
457561,0
457562,0
457563,0
457564,0
457565,0
457566,0
457567,0
457568,0
457569,0
457570,0
457571,0
457572,0
457573,0
457574,0
457575,0
457576,0
457577,0
457578,0
457579,0
457580,0
457581,0
457582,0
457583,0
457584,0
457585,0
457586,0
457587,0
457588,0
457589,0
457590,0
457591,0
457592,0
457593,0
457594,0
457595,0
457596,0
457597,0
457598,0
457599,0
457600,0
457601,0
457602,0
457603,0
457604,0
457605,0
457606,0
457607,0
457608,0
457609,0
457610,0
457611,0
457612,0
457613,0
457614,0
457615,0
457616,0
457617,0
457618,0
457619,0
457620,0
457621,0
457622,0
457623,0
457624,0
457625,0
457626,0
457627,0
457628,0
457629,0
457630,0
457631,0
457632,0
457633,0
457634,0
457635,0
457636,0
457637,0
457638,0
457639,0
457640,0
457641,0
457642,0
457643,0
457644,0
457645,0
457646,0
457647,0
457648,0
457649,0
457650,0
457651,0
457652,0
457653,0
457654,0
457655,0
457656,0
457657,0
457658,0
457659,0
457660,0
457661,0
457662,0
457663,0
457664,0
457665,0
457666,0
457667,0
457668,0
457669,0
457670,0
457671,0
457672,0
457673,0
457674,0
457675,0
457676,0
457677,0
457678,0
457679,0
457680,0
457681,0
457682,0
457683,0
457684,0
457685,0
457686,0
457687,0
457688,0
457689,0
457690,0
457691,0
457692,0
457693,0
457694,0
457695,0
457696,0
457697,0
457698,0
457699,0
457700,0
457701,0
457702,0
457703,0
457704,0
457705,0
457706,0
457707,0
457708,0
457709,0
457710,0
457711,0
457712,0
457713,0
457714,0
457715,0
457716,0
457717,0
457718,0
457719,0
457720,0
457721,0
457722,0
457723,0
457724,0
457725,0
457726,0
457727,0
457728,0
457729,0
457730,0
457731,0
457732,0
457733,0
457734,0
457735,0
457736,0
457737,0
457738,0
457739,0
457740,0
457741,0
457742,0
457743,0
457744,0
457745,0
457746,0
457747,0
457748,0
457749,0
457750,0
457751,0
457752,0
457753,0
457754,0
457755,0
457756,0
457757,0
457758,0
457759,0
457760,0
457761,0
457762,0
457763,0
457764,0
457765,0
457766,0
457767,0
457768,0
457769,0
457770,0
457771,0
457772,0
457773,0
457774,0
457775,0
457776,0
457777,0
457778,0
457779,0
457780,0
457781,0
457782,0
457783,0
457784,0
457785,0
457786,0
457787,0
457788,0
457789,0
457790,0
457791,0
457792,0
457793,0
457794,0
457795,0
457796,0
457797,0
457798,0
457799,0
457800,0
457801,0
457802,0
457803,0
457804,0
457805,0
457806,0
457807,0
457808,0
457809,0
457810,0
457811,0
457812,0
457813,0
457814,0
457815,0
457816,0
457817,0
457818,0
457819,0
457820,0
457821,0
457822,0
457823,0
457824,0
457825,0
457826,0
457827,0
457828,0
457829,0
457830,0
457831,0
457832,0
457833,0
457834,0
457835,0
457836,0
457837,0
457838,0
457839,0
457840,0
457841,0
457842,0
457843,0
457844,0
457845,0
457846,0
457847,0
457848,0
457849,0
457850,0
457851,0
457852,0
457853,0
457854,0
457855,0
457856,0
457857,0
457858,0
457859,0
457860,0
457861,0
457862,0
457863,0
457864,0
457865,0
457866,0
457867,0
457868,0
457869,0
457870,0
457871,0
457872,0
457873,0
457874,0
457875,0
457876,0
457877,0
457878,0
457879,0
457880,0
457881,0
457882,0
457883,0
457884,0
457885,0
457886,0
457887,0
457888,0
457889,0
457890,0
457891,0
457892,0
457893,0
457894,0
457895,0
457896,0
457897,0
457898,0
457899,0
457900,0
457901,0
457902,0
457903,0
457904,0
457905,0
457906,0
457907,0
457908,0
457909,0
457910,0
457911,0
457912,0
457913,0
457914,0
457915,0
457916,0
457917,0
457918,0
457919,0
457920,0
457921,0
457922,0
457923,0
457924,0
457925,0
457926,0
457927,0
457928,0
457929,0
457930,0
457931,0
457932,0
457937,0
457938,0
457939,0
457940,0
457941,0
457942,0
457943,0
457944,0
457945,0
457946,0
457947,0
457948,0
457949,0
457950,0
457951,0
457952,0
457953,0
457954,0
457955,0
457956,0
457957,0
457958,0
457959,0
457960,0
457961,0
457962,0
457963,0
457964,0
457965,0
457966,0
457967,0
457968,0
457969,0
457970,0
457971,0
457972,0
457973,0
457974,0
457975,0
457976,0
457977,0
457978,0
457979,0
457980,0
457981,0
457982,0
457983,0
457984,0
457985,0
457986,0
457987,0
457988,0
457989,0
457990,0
457991,0
457992,0
457993,0
457994,0
457995,0
457996,0
457997,0
457998,0
457999,0
458000,0
458001,0
458002,0
458003,0
458004,0
458005,0
458006,0
458007,0
458008,0
458009,0
458010,0
458011,0
458012,0
458013,0
458014,0
458015,0
458016,0
458017,0
458018,0
458019,0
458020,0
458021,0
458022,0
458023,0
458024,0
458025,0
458026,0
458027,0
458028,0
458029,0
458030,0
458031,0
458032,0
458033,0
458034,0
458035,0
458036,0
458037,0
458038,0
458039,0
458040,0
458041,0
458042,0
458043,0
458044,0
458045,0
458046,0
458047,0
458048,0
458049,0
458050,0
458051,0
458052,0
458053,0
458054,0
458055,0
458056,0
458057,0
458058,0
458059,0
458060,0
458061,0
458062,0
458063,0
458064,0
458065,0
458066,0
458067,0
458068,0
458069,0
458070,0
458071,0
458072,0
458073,0
458074,0
458075,0
458076,0
458077,0
458078,0
458079,0
458080,0
458081,0
458082,0
458083,0
458084,0
458085,0
458086,0
458087,0
458088,0
458089,0
458090,0
458091,0
458092,0
458093,0
458094,0
458095,0
458096,0
458097,0
458098,0
458099,0
458100,0
458101,0
458102,0
458103,0
458104,0
458105,0
458106,0
458107,0
458108,0
458109,0
458110,0
458111,0
458112,0
458113,0
458114,0
458115,0
458116,0
458117,0
458118,0
458119,0
458120,0
458121,0
458122,0
458123,0
458124,0
458125,0
458126,0
458127,0
458128,0
458129,0
458130,0
458131,0
458132,0
458133,0
458134,0
458135,0
458136,0
458137,0
458138,0
458139,0
458140,0
464267,1
464268,1
464269,1
464270,1
464271,1
464272,1
464273,1
464274,1
464275,1
464276,1
464277,1
464278,1
464279,1
464280,1
464281,1
464282,1
464283,1
464284,1
464285,1
464286,1
464287,1
464288,1
464289,1
464290,1
464291,1
464292,1
464293,1
464294,1
464295,1
464296,1
464297,1
464298,1
464299,1
464300,1
464301,1
464302,1
464303,1
464304,1
464305,1
464306,1
464307,1
464433,1
464434,1
464435,1
464436,1
464437,1
464438,1
464439,1
464440,1
464441,1
464442,1
464443,1
464444,1
464445,1
464446,1
464447,1
464448,1
464449,1
464450,1
464451,1
464452,1
464453,1
464454,1
464455,1
464456,1
464457,1
464458,1
464459,1
464460,1
464461,1
464462,1
464463,1
464464,1
464465,1
464466,1
464467,1
464468,1
464469,1
464470,1
464471,1
464472,1
464473,1
464603,1
464604,1
464605,1
464606,1
464607,1
464608,1
464609,1
464610,1
464611,1
464612,1
464613,1
464614,1
464615,1
464616,1
464617,1
464618,1
464619,1
464620,1
464621,1
464622,1
464623,1
464624,1
464625,1
464626,1
464627,1
464628,1
464629,1
464630,1
464631,1
464632,1
464633,1
464634,1
464635,1
464636,1
464637,1
464638,1
464639,1
464640,1
464641,1
464642,1
464643,1
464644,1
464773,1
464774,1
464775,1
464776,1
464777,1
464778,1
464779,1
464780,1
464781,1
464782,1
464783,1
464784,1
465736,1
465737,1
465738,1
465739,1
465740,1
465741,1
465742,1
465743,1
465744,1
465745,1
465746,1
465747,1
465748,1
465749,1
465750,1
465751,1
465752,1
465753,1
465754,1
465755,1
465756,1
465757,1
465758,1
465759,1
465760,1
465761,1
465762,1
465763,1
465764,1
465765,1
465890,1
465891,1
465892,1
465893,1
465894,1
465895,1
465896,1
465897,1
465898,1
465899,1
465900,1
465901,1
465902,1
465903,1
465904,1
465905,1
465906,1
465907,1
465908,1
465909,1
465910,1
465911,1
465912,1
465913,1
465914,1
465915,1
465916,1
465917,1
465918,1
465919,1
465920,1
465921,1
465922,1
465923,1
465924,1
465925,1
465926,1
465927,1
465928,1
465929,1
465930,1
465931,1
466062,1
466063,1
466064,1
466065,1
466066,1
466067,1
466068,1
466069,1
466070,1
466071,1
466072,1
466073,1
466074,1
466075,1
466076,1
466077,1
466078,1
466079,1
466080,1
466081,1
466082,1
466083,1
466084,1
466085,1
466086,1
466087,1
466088,1
466089,1
466090,1
466091,1
466092,1
466093,1
466094,1
466095,1
466096,1
466097,1
466098,1
466099,1
466100,1
466101,1
466229,1
466230,1
466231,1
466232,1
466233,1
466234,1
466235,1
466236,1
466237,1
466238,1
466239,1
466240,1
466241,1
466242,1
466243,1
466244,1
466245,1
466246,1
466247,1
466248,1
466249,1
466250,1
466251,1
466252,1
466253,1
466254,1
466255,1
466256,1
466257,1
466258,1
466259,1
466260,1
466261,1
466262,1
466263,1
466264,1
466265,1
466266,1
466267,1
466268,1
466269,1
466394,1
466395,1
466396,1
466397,1
466398,1
466399,1
466400,1
466401,1
466402,1
466403,1
466404,1
466405,1
466406,1
466407,1
466408,1
466409,1
466410,1
466411,1
466412,1
466413,1
466414,1
466415,1
466416,1
466417,1
466418,1
466419,1
466420,1
466421,1
466422,1
466423,1
466424,1
466425,1
466426,1
466427,1
466428,1
466429,1
466430,1
466431,1
466432,1
466433,1
466434,1
466435,1
466436,1
466558,1
466559,1
466560,1
466561,1
466562,1
466563,1
466564,1
466565,1
466566,1
466567,1
466568,1
466569,1
466570,1
466571,1
466572,1
466573,1
466574,1
466575,1
466576,1
466577,1
466578,1
466579,1
466580,1
466581,1
466582,1
466583,1
466584,1
466585,1
466586,1
466587,1
466588,1
466589,1
466590,1
466591,1
466592,1
466593,1
466594,1
466595,1
466596,1
466597,1
466598,1
466722,1
466723,1
466724,1
466725,1
466726,1
466727,1
466728,1
466729,1
466730,1
466731,1
466732,1
466733,1
466734,1
466735,1
466736,1
466737,1
466738,1
466739,1
466740,1
466741,1
466742,1
466743,1
466744,1
466745,1
466746,1
466747,1
466748,1
466749,1
466750,1
466751,1
466752,1
466753,1
466754,1
466755,1
466756,1
466757,1
466758,1
466759,1
466760,1
466761,1
466762,1
466887,1
466888,1
466889,1
466890,1
466891,1
466892,1
466893,1
466894,1
466895,1
466896,1
466897,1
466898,1
466899,1
466900,1
466901,1
466902,1
466903,1
466904,1
466905,1
466906,1
466907,1
466908,1
466909,1
466910,1
466911,1
466912,1
466913,1
466914,1
466915,1
466916,1
466917,1
466918,1
466919,1
466920,1
466921,1
466922,1
466923,1
466924,1
466925,1
466926,1
466927,1
476373,1
476374,1
476375,1
476376,1
476377,1
476378,1
476379,1
476380,1
476381,1
476382,1
476383,1
476384,1
476385,1
476386,1
476387,1
476388,1
476389,1
476390,1
476391,1
476392,1
476393,1
476394,1
476395,1
476396,1
476397,1
476398,1
476399,1
476400,1
476401,1
476402,1
476403,1
476404,1
476405,1
476406,1
476407,1
476408,1
476409,1
476536,1
476537,1
476538,1
476539,1
476540,1
476541,1
476542,1
476543,1
476544,1
476545,1
476546,1
476547,1
476548,1
476549,1
476550,1
476551,1
476552,1
476553,1
476554,1
476555,1
476556,1
476557,1
476558,1
476559,1
476560,1
476561,1
476562,1
476563,1
476564,1
476565,1
476566,1
476567,1
476568,1
476569,1
476570,1
476571,1
476572,1
476573,1
476574,1
476575,1
476707,1
476708,1
476709,1
476710,1
476711,1
476712,1
476713,1
476714,1
476715,1
476716,1
476717,1
476718,1
476719,1
476720,1
476721,1
476722,1
476723,1
476724,1
476725,1
476726,1
476727,1
476728,1
476729,1
476730,1
476731,1
476732,1
476733,1
476734,1
476735,1
476736,1
476737,1
476738,1
476739,1
476740,1
476741,1
476742,1
476743,1
476744,1
476745,1
476746,1
476863,1
476864,1
476865,1
493970,0
493971,0
493972,0
493973,0
493974,0
493975,0
493976,0
493977,0
493978,0
493979,0
493980,0
493981,0
493982,0
493983,0
493984,0
493985,0
493986,0
493987,0
493988,0
564181,0
564182,0
564183,0
564184,0
564187,0
564188,0
564189,0
564191,0
564192,0
564257,1
564259,1
564273,1
564279,1
564282,1
564285,1
564288,1
564375,1
564378,1
564550,0
565203,0
565204,0
565205,0
565206,0
565207,0
565208,0
565209,0
565210,0
565211,0
565212,0
565213,0
565214,0
565215,0
565216,0
565217,0
565218,0
565219,0
565220,0
565221,0
565222,0
565223,0
565224,0
565225,0
565226,0
565227,0
565228,0
565229,0
565230,0
565231,0
565232,0
565233,0
565234,0
565235,0
565528,1
565529,1
565530,1
565531,1
565532,1
565533,1
565534,1
565535,1
565536,1
565537,1
565538,1
565539,1
565540,1
565541,1
565542,1
565543,1
565544,1
565545,1
565546,1
565547,1
565548,1
565549,1
565550,1
565900,1
565901,1
565902,1
565903,1
565904,1
566659,0
591849,0
591850,0
591851,0
591865,0
591866,0
591867,0
591986,0
591987,0
591988,0
591989,0
591990,0
591991,0
591992,0
591993,0
591994,0
591995,0
591996,0
591997,0
591998,0
591999,0
592000,0
592001,0
592002,0
592003,0
592004,0
592005,0
592006,0
592007,0
592008,0
592009,0
592010,0
592011,0
592012,0
592013,0
592014,0
592015,0
592016,0
592017,0
592018,0
592019,0
592020,0
592021,0
592022,0
592023,0
592024,0
592025,0
592026,0
592027,0
592028,0
592029,0
592030,0
592031,0
592032,0
592033,0
592034,0
592035,0
592036,0
592037,0
592038,0
592039,0
592040,0
592041,0
592042,0
592043,0
592044,0
592045,0
592046,0
592047,0
592048,0
592049,0
592050,0
592051,0
592052,0
592053,0
592054,0
592055,0
592056,0
592057,0
592058,0
592059,0
592060,0
592061,0
592062,0
592063,0
592064,0
592065,0
592066,0
592067,0
592068,0
592069,0
592070,0
592071,0
592072,0
592073,0
592074,0
592075,0
592076,0
592077,0
592078,0
592079,0
592080,0
592081,0
592082,0
592083,0
592084,0
592085,0
592086,0
592087,0
592088,0
592089,0
592090,0
592091,0
592092,0
592093,0
592094,0
592095,0
592096,0
592097,0
592098,0
592099,0
592100,0
592101,0
592102,0
592103,0
592104,0
592105,0
592106,0
592107,0
592108,0
592109,0
592110,0
592111,0
592112,0
592113,0
592114,0
592115,0
592116,0
592117,0
592118,0
592119,0
592120,0
592121,0
592122,0
592123,0
592124,0
592125,0
592126,0
592127,0
592128,0
592129,0
592130,0
592131,0
592132,0
592133,0
592134,0
592135,0
592136,0
592137,0
592138,0
592139,0
592140,0
592141,0
592142,0
592143,0
592144,0
592145,0
592146,0
592147,0
592148,0
592149,0
592150,0
592151,0
592152,0
592153,0
592154,0
592155,0
592156,0
592157,0
592158,0
592159,0
592160,0
592161,0
592162,0
592163,0
592164,0
592165,0
592166,0
592167,0
592168,0
592169,0
592170,0
592171,0
592172,0
592173,0
592174,0
592175,0
592176,0
592177,0
592178,0
592179,0
592180,0
592181,0
592182,0
592183,0
592184,0
592185,0
592186,0
592187,0
592188,0
592189,0
592190,0
592191,0
592192,0
592193,0
592194,0
592195,0
592196,0
592197,0
592198,0
592199,0
592200,0
592201,0
592202,0
592203,0
592204,0
592205,0
592206,0
592207,0
592208,0
592209,0
592210,0
592211,0
592212,0
592213,0
592214,0
592215,0
592216,0
592217,0
592218,0
592219,0
592220,0
592221,0
592222,0
592223,0
592224,0
592225,0
592226,0
592227,0
592228,0
592229,0
592230,0
592231,0
592232,0
592233,0
592234,0
592235,0
592236,0
592237,0
592238,0
592239,0
592240,0
592241,0
592242,0
592243,0
592244,0
592245,0
592246,0
592247,0
592248,0
592249,0
592250,0
592251,0
592252,0
592253,0
592254,0
592255,0
592256,0
592257,0
592258,0
592259,0
592260,0
592261,0
592262,0
592263,0
592264,0
592265,0
592266,0
592267,0
592268,0
592269,0
592270,0
592271,0
592272,0
592273,0
592274,0
592275,0
592276,0
592277,0
592278,0
592279,0
592280,0
592281,0
592282,0
592283,0
592284,0
592285,0
592286,0
592287,0
592288,0
592289,0
592290,0
592291,0
592292,0
592293,0
592294,0
592295,0
592296,0
592297,0
592298,0
592299,0
592300,0
592301,0
592302,0
592303,0
592304,0
592305,0
592306,0
592307,0
592308,0
592309,0
592310,0
592311,0
592312,0
592313,0
592314,0
592315,0
592316,0
592317,0
592318,0
592319,0
592320,0
592321,0
592322,0
592323,0
592324,0
592325,0
592326,0
592327,0
592328,0
592329,0
592330,0
592331,0
592332,0
592333,0
592334,0
592335,0
592336,0
592337,0
592338,0
592339,0
592340,0
592341,0
592342,0
592343,0
592344,0
592345,0
592346,0
592347,0
592348,0
592349,0
592350,0
592351,0
592352,0
592353,0
592354,0
592355,0
592356,0
592357,0
592358,0
592359,0
592360,0
592361,0
592362,0
592363,0
592364,0
592365,0
592366,0
592367,0
592368,0
592369,0
592370,0
592371,0
592372,0
592373,0
592374,0
592375,0
592376,0
592377,0
592378,0
592379,0
592380,0
592381,0
592382,0
592383,0
592384,0
592385,0
592386,0
592387,0
592388,0
592389,0
592390,0
592391,0
592392,0
592393,0
592394,0
592395,0
592396,0
592397,0
592398,0
592399,0
592400,0
592401,0
592402,0
592403,0
592404,0
592405,0
592406,0
592407,0
592408,0
592409,0
592410,0
592411,0
592412,0
592413,0
592414,0
592415,0
592416,0
592417,0
592418,0
592419,0
592420,0
592421,0
592422,0
592423,0
592424,0
592425,0
592426,0
592427,0
592428,0
592429,0
592430,0
592431,0
592432,0
592433,0
592434,0
592435,0
592436,0
592437,0
592438,0
592439,0
592440,0
592441,0
592941,0
592942,0
592943,0
592944,0
624351,0
625050,0
625052,0
625053,0
625054,0
625055,0
625056,0
625057,0
625058,0
625059,0
625060,0
625061,0
625062,0
625063,0
625064,0
625065,0
625066,0
625067,0
625068,0
625069,0
625070,0
625071,0
625072,0
625073,0
625074,0
625075,0
625076,0
625077,0
625078,0
625079,0
625080,0
625081,0
625082,0
625083,0
625084,0
625085,0
625086,0
625087,0
625088,0
625089,0
625090,0
625091,0
625092,0
625093,0
625094,0
625095,0
625096,0
625097,0
625098,0
625099,0
625100,0
625101,0
625102,0
625103,0
625104,0
625105,0
625106,0
625107,0
625108,0
625109,0
625110,0
625111,0
625112,0
625113,0
625114,0
625115,0
625116,0
625117,0
625118,0
625119,0
625120,0
625121,0
625122,0
625123,0
625124,0
625125,0
625126,0
625127,0
625128,0
625129,0
625130,0
625131,0
625132,0
625133,0
625134,0
625135,0
625136,0
625137,0
625138,0
625139,0
625140,0
625141,0
625142,0
625143,0
625144,0
625145,0
625146,0
625147,0
625148,0
625149,0
